# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	ncRNA	1	62	+	PGLELA_001	RNA-OUT	(5' truncated) RNA-OUT	RFAM:RF00240, SO:0000655
contig_1	cds	198	401	+	PGLELA_002		hypothetical protein	RefSeq:WP_047922046.1, SO:0001217, UniParc:UPI00064C53C9, UniRef:UniRef100_A0A1B0WP18, UniRef:UniRef50_A0A377J0S9, UniRef:UniRef90_A0A377J0S9
contig_1	cds	459	1223	+	PGLELA_003	traX	Conjugal transfer protein TraX	RefSeq:WP_012564934.1, SO:0001217, UniParc:UPI00004036BC, UniRef:UniRef100_A0A377IYL9, UniRef:UniRef50_A0A1V3JSG4, UniRef:UniRef90_A0A369Z6X9
contig_1	cds	1322	1951	+	PGLELA_004	virB7	Type IV secretion system putative lipoprotein virB7	RefSeq:WP_012564935.1, SO:0001217, UniParc:UPI00004036BD, UniRef:UniRef100_A0A377IYR1, UniRef:UniRef50_A0A377IYR1, UniRef:UniRef90_A0A377IYR1
contig_1	cds	1955	2695	+	PGLELA_005		Conj_TIGR03759: integrating conjugative element protein	RefSeq:WP_012564936.1, SO:0001217, UniParc:UPI00004036BE, UniRef:UniRef100_A0A377IYM9, UniRef:UniRef50_W0R2U5, UniRef:UniRef90_A0A5C6GZ40
contig_1	cds	2674	3432	+	PGLELA_006		Transglycosylase SLT domain-containing protein	RefSeq:WP_011271840.1, SO:0001217, UniParc:UPI000039AD5C, UniRef:UniRef100_A0A377IYW6, UniRef:UniRef50_A0A4S2Q3H1, UniRef:UniRef90_A0A369Z679
contig_1	cds	3448	3954	+	PGLELA_007		Integrating conjugative element protein	RefSeq:WP_011271841.1, SO:0001217, UniParc:UPI000039AD5D, UniRef:UniRef100_A0A377IYX6, UniRef:UniRef50_Q6J5E5, UniRef:UniRef90_Q6J5E5
contig_1	cds	3951	6200	+	PGLELA_008	traD	type IV conjugative transfer system coupling protein TraD	KEGG:K12071, SO:0001217, UniRef:UniRef50_A0A5B8SQX9, UniRef:UniRef90_A0A9N8NA81
contig_1	cds	6184	6519	+	PGLELA_009		Hemophilus-specific protein	RefSeq:WP_005687581.1, SO:0001217, UniParc:UPI0001A3F73F, UniRef:UniRef100_A0A377J0G4, UniRef:UniRef50_A0A377J0G4, UniRef:UniRef90_A0A377J0G4
contig_1	cds	6519	7205	+	PGLELA_010		Integrating conjugative element membrane protein, PFL_4697 family	RefSeq:WP_005687582.1, SO:0001217, UniParc:UPI000039AD60, UniRef:UniRef100_A0AAW3ZZI2, UniRef:UniRef50_Q7VMN3, UniRef:UniRef90_A0A377IZ32
contig_1	cds	7336	7686	+	PGLELA_011		RAQPRD family integrative conjugative element protein	SO:0001217, UniParc:UPI000053E020, UniRef:UniRef100_Q4QPD4, UniRef:UniRef50_A0A0A2ZZH9, UniRef:UniRef90_A0A369Z1Z2
