# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	77	484	-	ABNIDD_001		hypothetical protein	SO:0001217, UniRef:UniRef50_Q7VPC5
contig_1	cds	530	796	-	ABNIDD_002		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A377JKY9, UniRef:UniRef90_A0A377JKY9
contig_1	cds	942	1391	-	ABNIDD_003		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0001BA154C, UniRef:UniRef90_UPI0001BA154C
contig_1	cds	1522	3591	-	ABNIDD_004		zincin-like metallopeptidase domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000CE80431
contig_1	cds	3621	3809	-	ABNIDD_005		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000CE8F794, UniRef:UniRef90_UPI00022BFC86
contig_1	cds	3877	4368	-	ABNIDD_006		hypothetical protein	
contig_1	cds	4419	5255	-	ABNIDD_007		hypothetical protein	
contig_1	cds	5283	6602	-	ABNIDD_008		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000CE8D352, UniRef:UniRef90_UPI00022BFC88
contig_1	cds	6613	6855	-	ABNIDD_009		hypothetical protein	RefSeq:WP_005541759.1, SO:0001217, UniParc:UPI0001BA1548, UniRef:UniRef100_UPI0001BA1548, UniRef:UniRef50_UPI0001BA1548, UniRef:UniRef90_UPI0001BA1548
contig_1	cds	7026	7523	+	ABNIDD_010		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000CE8F7A6
contig_1	cds	7523	8809	+	ABNIDD_011		relaxase/mobilization nuclease domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001F377C49
contig_1	cds	8816	9172	-	ABNIDD_012		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00022BFC8E, UniRef:UniRef90_UPI00022BFC8E
contig_1	cds	9338	9532	-	ABNIDD_013		hypothetical protein	
contig_1	cds	9626	9838	-	ABNIDD_014		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00022BFC8F, UniRef:UniRef90_UPI00022BFC8F
contig_1	cds	9840	10457	-	ABNIDD_015	parA	ParA family protein	SO:0001217, UniRef:UniRef50_UPI000CE8F98C, UniRef:UniRef90_UPI00022BFE5B
contig_1	cds	10466	10621	-	ABNIDD_016		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0001BA1542, UniRef:UniRef90_UPI0001BA1542
contig_1	cds	10889	11125	+	ABNIDD_017		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00022BFC91, UniRef:UniRef90_UPI00022BFC91
contig_1	cds	11173	11577	-	ABNIDD_018		single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_UPI000CE848F2, UniRef:UniRef90_UPI0006A740F3
contig_1	cds	11613	11810	-	ABNIDD_019		hypothetical protein	RefSeq:WP_005540133.1, SO:0001217, UniParc:UPI0001BA153F, UniRef:UniRef100_UPI0001BA153F, UniRef:UniRef50_UPI0001BA153F, UniRef:UniRef90_UPI0001BA153F
contig_1	cds	11811	12122	-	ABNIDD_020		hypothetical protein	SO:0001217, UniParc:UPI0028EE7BA9, UniRef:UniRef100_UPI0028EE7BA9, UniRef:UniRef50_UPI0001BA153E, UniRef:UniRef90_UPI0001BA153E
contig_1	cds	12142	14424	-	ABNIDD_021		type IA DNA topoisomerase	EC:5.6.2.1, KEGG:K03169, SO:0001217, UniRef:UniRef50_Q8VRC4, UniRef:UniRef90_UPI0006A71386
contig_1	cds	14439	15167	-	ABNIDD_022		Zeta toxin domain-containing protein	SO:0001217, UniRef:UniRef50_F4HFL2
contig_1	cds	15174	15467	-	ABNIDD_023		hypothetical protein	SO:0001217, UniRef:UniRef50_F4HFL1
contig_1	cds	15470	15709	-	ABNIDD_024		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00022BFC19, UniRef:UniRef90_UPI00022BFC19
contig_1	cds	15819	16391	-	ABNIDD_025		recombinase family protein	KEGG:K14060, SO:0001217, UniRef:UniRef50_UPI0013F4518C, UniRef:UniRef90_UPI0006A6CF31
