# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	494	-	CKFJEG_001		(3' truncated) Transglycosylase SLT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V3IX29
contig_1	cds	607	939	-	CKFJEG_002		Lipoprotein	RefSeq:WP_112075783.1, SO:0001217, UniParc:UPI000DD44F1C, UniRef:UniRef100_UPI000DD44F1C, UniRef:UniRef50_C9PMC3, UniRef:UniRef90_UPI000DD44F1C
contig_1	cds	936	1139	-	CKFJEG_003		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000DD2EF79, UniRef:UniRef90_UPI000DD2EF79
contig_1	cds	1743	2759	+	CKFJEG_004		Replication protein	SO:0001217, UniRef:UniRef50_Q8VRE1, UniRef:UniRef90_Q8VRE1
contig_1	cds	3627	4199	+	CKFJEG_005		DUF4304 domain-containing protein	SO:0001217, UniRef:UniRef50_Q8VRE2
contig_1	cds	4268	4540	+	CKFJEG_006		DUF1456 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9X4PF05, UniRef:UniRef90_A0A1V3KHP3
contig_1	cds	4755	5303	+	CKFJEG_007		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8VRE3
contig_1	cds	5436	6074	+	CKFJEG_008		CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V3KIX1, UniRef:UniRef90_A0A1V3KIX1
contig_1	cds	6076	6543	+	CKFJEG_009		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1V3KIC5
contig_1	cds	6536	6859	+	CKFJEG_010		hypothetical protein	RefSeq:WP_049365689.1, SO:0001217, UniParc:UPI00066A9B22, UniRef:UniRef100_UPI00066A9B22, UniRef:UniRef50_Q8VRE6, UniRef:UniRef90_Q8VRE6
contig_1	cds	6869	7048	+	CKFJEG_011	vbhA	Antitoxin VbhA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V3IH03, UniRef:UniRef90_A0A1B8PF06
contig_1	cds	7029	7964	+	CKFJEG_012		protein adenylyltransferase	SO:0001217, UniRef:UniRef50_G4A5F4, UniRef:UniRef90_A0A2S9RQ35
contig_1	cds	8046	8621	-	CKFJEG_013		Resolvase/integrase-like protein	KEGG:K14060, SO:0001217, UniRef:UniRef50_A0A448PZD2, UniRef:UniRef90_A0A448PZD2
contig_1	cds	8614	8814	-	CKFJEG_014		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000D01E72B, UniRef:UniRef90_UPI000D01E72B
contig_1	cds	8829	9122	-	CKFJEG_015		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A377IYI6, UniRef:UniRef90_UPI001EF8B65C
