# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	980	1138	-	CGLOAA_001		hypothetical protein	RefSeq:WP_005687605.1, SO:0001217, UniParc:UPI000053E025, UniRef:UniRef100_A0A377IYK2, UniRef:UniRef50_A0A377IYK2, UniRef:UniRef90_A0A377IYK2
contig_1	cds	1142	1390	-	CGLOAA_002		hypothetical protein	RefSeq:WP_005687602.1, SO:0001217, UniParc:UPI000039AD75, UniRef:UniRef100_A0A377IYN8, UniRef:UniRef50_A0A377IYN8, UniRef:UniRef90_A0A377IYN8
contig_1	cds	1393	1626	-	CGLOAA_003		Hemophilus-specific protein	RefSeq:WP_005653503.1, SO:0001217, UniParc:UPI000039AD74, UniRef:UniRef100_A0A377IYJ6, UniRef:UniRef50_A0A1V3IES7, UniRef:UniRef90_A0A377IYJ6
contig_1	cds	1711	2067	-	CGLOAA_004		hypothetical protein	RefSeq:WP_005653504.1, SO:0001217, UniParc:UPI00014FB48F, UniRef:UniRef100_A0A377J0Q1, UniRef:UniRef50_Q7VMQ4, UniRef:UniRef90_A0A377J0Q1
contig_1	cds	2448	2885	+	CGLOAA_005		Integrating conjugative element protein, PFL_4709 family	RefSeq:WP_005687600.1, SO:0001217, UniParc:UPI00004036CC, UniRef:UniRef100_A0A377IZF4, UniRef:UniRef50_A0A377IZF4, UniRef:UniRef90_A0A377IZF4
contig_1	cds	2882	3823	+	CGLOAA_006		Exported protein	RefSeq:WP_005687598.1, SO:0001217, UniParc:UPI000039AD71, UniRef:UniRef100_A0A1B0WR00, UniRef:UniRef50_A7TUJ3, UniRef:UniRef90_A0A377IZ14
contig_1	cds	3838	5838	+	CGLOAA_007		integrating conjugative element protein	RefSeq:WP_005687597.1, SO:0001217, UniParc:UPI000039AD70, UniRef:UniRef100_A0A377J0F0, UniRef:UniRef50_A0A1V3J6G1, UniRef:UniRef90_A0A377J0F0
contig_1	cds	5854	6261	+	CGLOAA_008		C-type lysozyme inhibitor domain-containing protein	RefSeq:WP_005667853.1, SO:0001217, UniParc:UPI000039AD6F, UniRef:UniRef100_A0A377IYL7, UniRef:UniRef50_A0A1V3JSP2, UniRef:UniRef90_A0A377IYL7
contig_1	cds	6306	6485	-	CGLOAA_009		hypothetical protein	RefSeq:WP_005667851.1, SO:0001217, UniParc:UPI000039AD6E, UniRef:UniRef100_A0A377IYW4, UniRef:UniRef50_A0A377IYW4, UniRef:UniRef90_A0A377IYW4
contig_1	cds	6681	7010	+	CGLOAA_010		hypothetical protein	RefSeq:WP_005667844.1, SO:0001217, UniParc:UPI000039AD6D, UniRef:UniRef100_A0A377IYK1, UniRef:UniRef50_A0A377IYK1, UniRef:UniRef90_A0A377IYK1
contig_1	cds	7066	8559	-	CGLOAA_011	traG	TraG N-terminal Proteobacteria domain-containing protein	RefSeq:WP_005687594.1, SO:0001217, UniParc:UPI0001A3F745, UniRef:UniRef100_UPI0001A3F745, UniRef:UniRef50_A0AAX3ISN8, UniRef:UniRef90_A0A1B0WPY2
contig_1	cds	8568	8891	-	CGLOAA_012		Hemophilus-specific protein	RefSeq:WP_005667837.1, SO:0001217, UniParc:UPI00014FC43B, UniRef:UniRef100_A0A1B0WQU9, UniRef:UniRef50_A0A1V3IET7, UniRef:UniRef90_A0A377IZG3
contig_1	cds	8901	9344	-	CGLOAA_013		DUF5655 domain-containing protein	RefSeq:WP_005687593.1, SO:0001217, UniParc:UPI0001A3F744, UniRef:UniRef100_A0A377IZ23, UniRef:UniRef50_A0A377IZ23, UniRef:UniRef90_A0A377IZ23
contig_1	cds	9316	12186	-	CGLOAA_014		conjugative transfer ATPase	GO:0005524, RefSeq:WP_005687591.1, SO:0001217, UniParc:UPI0001A3F743, UniRef:UniRef100_A0A369Z1Y3, UniRef:UniRef50_A0A380U2T4, UniRef:UniRef90_A4N4U7
contig_1	cds	12202	12609	-	CGLOAA_015		Conjugative transfer region lipoprotein	RefSeq:WP_005653518.1, SO:0001217, UniParc:UPI00004036C8, UniRef:UniRef100_A0A1B0WTP9, UniRef:UniRef50_A0A1V3J6D6, UniRef:UniRef90_A0A1B0WTP9
contig_1	cds	12619	14019	-	CGLOAA_016		Conj_TIGR03752: integrating conjugative element protein	RefSeq:WP_005687589.1, SO:0001217, UniParc:UPI00004036C7, UniRef:UniRef100_A0A1B0WPF6, UniRef:UniRef50_Q7VMN9, UniRef:UniRef90_A0A5C6GZ50
contig_1	cds	14030	14899	-	CGLOAA_017		Integrating conjugative element protein, PFL_4704 family	RefSeq:WP_047922050.1, SO:0001217, UniParc:UPI00064C56A9, UniRef:UniRef100_A0A377IYV6, UniRef:UniRef50_Q7VMN8, UniRef:UniRef90_A0A2X1RNF7
contig_1	cds	14899	15543	-	CGLOAA_018		PFL_4703 family integrating conjugative element protein	RefSeq:WP_047922049.1, SO:0001217, UniParc:UPI00064CBCED, UniRef:UniRef100_A0A377IYM0, UniRef:UniRef50_Q7VMN7, UniRef:UniRef90_A0A377IYM0
contig_1	cds	15555	15926	-	CGLOAA_019		Conjugative transfer region protein	RefSeq:WP_011271844.1, SO:0001217, UniParc:UPI000039AD64, UniRef:UniRef100_A0A377IYQ5, UniRef:UniRef50_Q7VMN6, UniRef:UniRef90_A0A377IYQ5
contig_1	cds	15946	16347	-	CGLOAA_020		Integrating conjugative element membrane protein, PFL_4702 family	RefSeq:WP_005653541.1, SO:0001217, UniParc:UPI00004036C3, UniRef:UniRef100_A0A377IYK9, UniRef:UniRef50_Q7VMN5, UniRef:UniRef90_A0A377IYK9
contig_1	cds	16367	16612	-	CGLOAA_021		DUF3262 domain-containing protein	RefSeq:WP_005750915.1, SO:0001217, UniParc:UPI00027B1737, UniRef:UniRef100_A0A377J0R6, UniRef:UniRef50_A0A1V3KWH3, UniRef:UniRef90_A4N4V6
contig_1	cds	16616	16936	-	CGLOAA_022		RAQPRD family integrative conjugative element protein	RefSeq:WP_053007201.1, SO:0001217, UniParc:UPI00065A21A0, UniRef:UniRef100_A0A377IZH2, UniRef:UniRef50_A0A0A2ZZH9, UniRef:UniRef90_A0A369Z1Z2
contig_1	cds	17097	17783	-	CGLOAA_023		Integrating conjugative element membrane protein, PFL_4697 family	RefSeq:WP_012564939.1, SO:0001217, UniParc:UPI00004036C1, UniRef:UniRef100_A0A377IZ32, UniRef:UniRef50_Q7VMN3, UniRef:UniRef90_A0A377IZ32
