# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	745	1365	-	MIOJBM_001		hypothetical protein	SO:0001217, UniParc:UPI00025141EA, UniRef:UniRef100_A0A7M1HWR0, UniRef:UniRef50_A0A7M1HWR0, UniRef:UniRef90_A0A7M1HWR0
contig_1	cds	1338	1547	-	MIOJBM_002		hypothetical protein	
contig_1	cds	1504	1740	-	MIOJBM_003		hypothetical protein	SO:0001217, UniParc:UPI00062CA60C, UniRef:UniRef100_A0A514C834, UniRef:UniRef50_A0A514C834, UniRef:UniRef90_A0A514C834
contig_1	cds	1777	2187	-	MIOJBM_004		hypothetical protein	
contig_1	cds	2389	3123	-	MIOJBM_005		hypothetical protein	SO:0001217, UniRef:UniRef50_F1YWJ3
contig_1	cds	3488	3844	+	MIOJBM_006		hypothetical protein	RefSeq:WP_047922052.1, SO:0001217, UniParc:UPI00064CA139, UniRef:UniRef100_A0A1B0WSC8, UniRef:UniRef50_A0A377IYK1, UniRef:UniRef90_A4N4U3
contig_1	cds	3871	5367	-	MIOJBM_007	traG	TraG N-terminal Proteobacteria domain-containing protein	RefSeq:WP_040975703.1, SO:0001217, UniParc:UPI000595A0EB, UniRef:UniRef100_A0A1B0WPY2, UniRef:UniRef50_A0AAX3ISN8, UniRef:UniRef90_A0A1B0WPY2
contig_1	cds	5376	5699	-	MIOJBM_008		Hemophilus-specific protein	RefSeq:WP_005667837.1, SO:0001217, UniParc:UPI00014FC43B, UniRef:UniRef100_A0A1B0WQU9, UniRef:UniRef50_A0A1V3IET7, UniRef:UniRef90_A0A377IZG3
contig_1	cds	5709	6152	-	MIOJBM_009		DUF5655 domain-containing protein	RefSeq:WP_005687593.1, SO:0001217, UniParc:UPI0001A3F744, UniRef:UniRef100_A0A377IZ23, UniRef:UniRef50_A0A377IZ23, UniRef:UniRef90_A0A377IZ23
contig_1	cds	6124	8994	-	MIOJBM_010		conjugative transfer ATPase	GO:0005524, RefSeq:WP_058230494.1, SO:0001217, UniParc:UPI000655A75A, UniRef:UniRef100_A0A1B0WUH9, UniRef:UniRef50_A0A380U2T4, UniRef:UniRef90_A4N4U7
contig_1	cds	9010	9417	-	MIOJBM_011		Conjugative transfer region lipoprotein	RefSeq:WP_005653518.1, SO:0001217, UniParc:UPI00004036C8, UniRef:UniRef100_A0A1B0WTP9, UniRef:UniRef50_A0A1V3J6D6, UniRef:UniRef90_A0A1B0WTP9
contig_1	cds	9427	10827	-	MIOJBM_012		Conj_TIGR03752: integrating conjugative element protein	RefSeq:WP_005687589.1, SO:0001217, UniParc:UPI00004036C7, UniRef:UniRef100_A0A1B0WPF6, UniRef:UniRef50_Q7VMN9, UniRef:UniRef90_A0A5C6GZ50
contig_1	cds	10838	11707	-	MIOJBM_013		Integrating conjugative element protein, PFL_4704 family	RefSeq:WP_047922050.1, SO:0001217, UniParc:UPI00064C56A9, UniRef:UniRef100_A0A377IYV6, UniRef:UniRef50_Q7VMN8, UniRef:UniRef90_A0A2X1RNF7
contig_1	cds	11707	12351	-	MIOJBM_014		PFL_4703 family integrating conjugative element protein	RefSeq:WP_047922049.1, SO:0001217, UniParc:UPI00064CBCED, UniRef:UniRef100_A0A377IYM0, UniRef:UniRef50_Q7VMN7, UniRef:UniRef90_A0A377IYM0
contig_1	cds	12363	12734	-	MIOJBM_015		Conjugative transfer region protein	RefSeq:WP_011271844.1, SO:0001217, UniParc:UPI000039AD64, UniRef:UniRef100_A0A377IYQ5, UniRef:UniRef50_Q7VMN6, UniRef:UniRef90_A0A377IYQ5
contig_1	cds	12754	13155	-	MIOJBM_016		Integrating conjugative element membrane protein, PFL_4702 family	RefSeq:WP_005653541.1, SO:0001217, UniParc:UPI00004036C3, UniRef:UniRef100_A0A377IYK9, UniRef:UniRef50_Q7VMN5, UniRef:UniRef90_A0A377IYK9
contig_1	cds	13175	13420	-	MIOJBM_017		DUF3262 domain-containing protein	RefSeq:WP_005750915.1, SO:0001217, UniParc:UPI00027B1737, UniRef:UniRef100_A0A377J0R6, UniRef:UniRef50_A0A1V3KWH3, UniRef:UniRef90_A4N4V6
contig_1	cds	13424	13744	-	MIOJBM_018		RAQPRD family integrative conjugative element protein	RefSeq:WP_053007201.1, SO:0001217, UniParc:UPI00065A21A0, UniRef:UniRef100_A0A377IZH2, UniRef:UniRef50_A0A0A2ZZH9, UniRef:UniRef90_A0A369Z1Z2
contig_1	cds	13905	14591	-	MIOJBM_019		Integrating conjugative element membrane protein, PFL_4697 family	RefSeq:WP_012564939.1, SO:0001217, UniParc:UPI00004036C1, UniRef:UniRef100_A0A377IZ32, UniRef:UniRef50_Q7VMN3, UniRef:UniRef90_A0A377IZ32
contig_1	cds	14591	14926	-	MIOJBM_020		Hemophilus-specific protein	RefSeq:WP_005687581.1, SO:0001217, UniParc:UPI0001A3F73F, UniRef:UniRef100_A0A377J0G4, UniRef:UniRef50_A0A377J0G4, UniRef:UniRef90_A0A377J0G4
contig_1	cds	14910	17159	-	MIOJBM_021	traD	type IV conjugative transfer system coupling protein TraD	KEGG:K12071, RefSeq:WP_047922048.1, SO:0001217, UniParc:UPI00064C754E, UniRef:UniRef100_A0A377IYN4, UniRef:UniRef50_A0A5B8SQX9, UniRef:UniRef90_A0A9N8NA81
contig_1	cds	17156	17662	-	MIOJBM_022		Integrating conjugative element protein	RefSeq:WP_011271841.1, SO:0001217, UniParc:UPI000039AD5D, UniRef:UniRef100_A0A377IYX6, UniRef:UniRef50_Q6J5E5, UniRef:UniRef90_Q6J5E5
contig_1	cds	17678	18436	-	MIOJBM_023		Transglycosylase SLT domain-containing protein	RefSeq:WP_011271840.1, SO:0001217, UniParc:UPI000039AD5C, UniRef:UniRef100_A0A377IYW6, UniRef:UniRef50_A0A4S2Q3H1, UniRef:UniRef90_A0A369Z679
contig_1	cds	18415	19155	-	MIOJBM_024		Conj_TIGR03759: integrating conjugative element protein	RefSeq:WP_012564936.1, SO:0001217, UniParc:UPI00004036BE, UniRef:UniRef100_A0A377IYM9, UniRef:UniRef50_W0R2U5, UniRef:UniRef90_A0A5C6GZ40
contig_1	cds	19160	19789	-	MIOJBM_025	virB7	Type IV secretion system putative lipoprotein virB7	RefSeq:WP_197559226.1, SO:0001217, UniParc:UPI0018A58F5F, UniRef:UniRef100_UPI0018A58F5F, UniRef:UniRef50_A0A377IYR1, UniRef:UniRef90_A0A377IYR1
contig_1	cds	19888	20652	-	MIOJBM_026	traX	Conjugal transfer protein TraX	SO:0001217, UniRef:UniRef50_A0A1V3JSG4, UniRef:UniRef90_A0A369Z6X9
contig_1	cds	20710	20913	-	MIOJBM_027		hypothetical protein	
contig_1	cds	20992	21306	-	MIOJBM_028		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2X1RGH5, UniRef:UniRef90_A0A2X1RGH5
contig_1	cds	21399	21869	-	MIOJBM_029		DNA repair protein	KEGG:K03630, RefSeq:WP_005653569.1, SO:0001217, UniParc:UPI00014FB5A0, UniRef:UniRef100_A0A5B8RM53, UniRef:UniRef50_A0A1B0WR25, UniRef:UniRef90_A0A1B0WR25
contig_1	cds	22009	22650	-	MIOJBM_030		DUF3560 domain-containing protein	RefSeq:WP_005653571.1, SO:0001217, UniParc:UPI00014FB5A1, UniRef:UniRef100_A0A5B8RJX5, UniRef:UniRef50_A0A1I1NSW5, UniRef:UniRef90_A0A9N8NA31
contig_1	cds	22765	23193	-	MIOJBM_031		STY4534 family ICE replication protein	RefSeq:WP_005653574.1, SO:0001217, UniParc:UPI00014FB5A2, UniRef:UniRef100_A0A5B8RJB8, UniRef:UniRef50_U1GZJ6, UniRef:UniRef90_A0A5B8RJB8
contig_1	cds	24079	26124	-	MIOJBM_032		DNA topoisomerase	EC:5.6.2.1, KEGG:K03169, RefSeq:WP_146335702.1, SO:0001217, UniParc:UPI0011B36840, UniRef:UniRef100_A0A5B8RLH4, UniRef:UniRef50_A0A377IYY7, UniRef:UniRef90_A0A377IYY7
contig_1	cds	26135	26401	-	MIOJBM_033		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369Z689, UniRef:UniRef90_A0A5B8RPG9
contig_1	cds	26376	26588	-	MIOJBM_034		Putative filamentous phage CTX RstR-like repressor	RefSeq:WP_047922029.1, SO:0001217, UniParc:UPI00064C95A8, UniRef:UniRef100_A0A5B8RJS6, UniRef:UniRef50_A0A369Z6T2, UniRef:UniRef90_A0A5B8RJS6
contig_1	cds	26712	27392	+	MIOJBM_035		hypothetical protein	RefSeq:WP_146335705.1, SO:0001217, UniParc:UPI0011B74DB2, UniRef:UniRef100_A0A5B8RNJ8, UniRef:UniRef50_U1H0C5, UniRef:UniRef90_A0A5B8RNJ8
contig_1	cds	27389	27811	-	MIOJBM_036		Antirestriction protein	RefSeq:WP_047922028.1, SO:0001217, UniParc:UPI00064CC23A, UniRef:UniRef100_A0A5B8RMI3, UniRef:UniRef50_A0A369Z6Y8, UniRef:UniRef90_A0A5B8RMI3
contig_1	cds	28058	28576	-	MIOJBM_037	virB7	Type IV secretion system putative lipoprotein virB7	RefSeq:WP_047922027.1, SO:0001217, UniParc:UPI00064CD3BA, UniRef:UniRef100_A0A9N8NAJ2, UniRef:UniRef50_A0A2X1PJI6, UniRef:UniRef90_A0A2X1PJI6
contig_1	cds	28603	29025	-	MIOJBM_038		Single-stranded DNA-binding protein	RefSeq:WP_047922026.1, SO:0001217, UniParc:UPI00064CBEE8, UniRef:UniRef100_A0A5B8RM48, UniRef:UniRef50_I3DDC4, UniRef:UniRef90_A0A377IYS1
contig_1	cds	29271	29744	-	MIOJBM_039		DUF3158 domain-containing protein	RefSeq:WP_005653583.1, SO:0001217, UniParc:UPI00014FB5A7, UniRef:UniRef100_A0A377IYM5, UniRef:UniRef50_A0A1V3IF00, UniRef:UniRef90_A0A377IYM5
contig_1	cds	29759	30514	-	MIOJBM_040		PFL_4669 family integrating conjugative element protein	RefSeq:WP_005667775.1, SO:0001217, UniParc:UPI000039AD4E, UniRef:UniRef100_A0A377J0T6, UniRef:UniRef50_A7TUJ7, UniRef:UniRef90_A4N4X7
contig_1	cds	30531	30818	-	MIOJBM_041		hypothetical protein	
contig_1	cds	30815	32038	-	MIOJBM_042		FIG141751 protein	RefSeq:WP_047922025.1, SO:0001217, UniParc:UPI00064CD2B8, UniRef:UniRef100_A0A5B8RLG8, UniRef:UniRef50_A0A9Q7E7U6, UniRef:UniRef90_A0A377IZ48
contig_1	cds	32188	32739	-	MIOJBM_043		DUF2857 domain-containing protein	RefSeq:WP_112080938.1, SO:0001217, UniParc:UPI000DD3052B, UniRef:UniRef100_A0A5B8RPG1, UniRef:UniRef50_Q7VMK6, UniRef:UniRef90_A0A1B0WPC7
contig_1	cds	32739	34439	-	MIOJBM_044		ParB/Sulfiredoxin domain-containing protein	KEGG:K03497, RefSeq:WP_112080939.1, SO:0001217, UniParc:UPI000DD2DD3D, UniRef:UniRef100_A0A5B8RJS0, UniRef:UniRef50_Q0I4N5, UniRef:UniRef90_A4N4Y0
contig_1	cds	34432	35787	-	MIOJBM_045	dnaB	replicative DNA helicase	EC:5.6.2.3, GO:0003677, GO:0003678, GO:0005524, GO:0006260, KEGG:K02314, RefSeq:WP_040975691.1, SO:0001217, UniParc:UPI000595EDFD, UniRef:UniRef100_A0A5B8RNJ0, UniRef:UniRef50_I3DDD5, UniRef:UniRef90_A0A377IYZ7
contig_1	cds	35789	36625	-	MIOJBM_046		Atpase involved in chromosome partitioning	RefSeq:WP_061659739.1, SO:0001217, UniParc:UPI0007667400, UniRef:UniRef100_A0A5B8RMH5, UniRef:UniRef50_A0A377IYY5, UniRef:UniRef90_A0A377IYY5
contig_1	tRNA	36701	36787	-	MIOJBM_047	trnL	tRNA-Leu(taa)	SO:0000264
contig_1	tRNA	36792	36867	-	MIOJBM_048	trnG	tRNA-Gly(gcc)	SO:0000260
contig_1	cds	37023	37580	-	MIOJBM_049	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	COG:COG0558, COG:I, EC:2.7.8.5, GO:0005886, GO:0006655, GO:0008444, GO:0008654, GO:0016020, GO:0046474, KEGG:K00995, RefSeq:WP_005649617.1, SO:0001217, UniParc:UPI000039AF0E, UniRef:UniRef100_A0A1Q5Y3V7, UniRef:UniRef50_Q6D364, UniRef:UniRef90_P44528
contig_1	cds	37681	38283	-	MIOJBM_050	ahpC	Peroxiredoxin C	COG:COG0450, COG:V, RefSeq:WP_005649619.1, SO:0001217, UniParc:UPI000034EBE8, UniRef:UniRef100_Q6Q511, UniRef:UniRef50_P56876, UniRef:UniRef90_Q6Q511
