# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2	841	-	JMJGHK_001		(3' truncated) type IV secretion system protein	KEGG:K03201, SO:0001217, UniRef:UniRef50_A0A1V3KJU1, UniRef:UniRef90_UPI0010A6B0F2
contig_1	cds	854	1546	-	JMJGHK_002		type IV secretion system protein	KEGG:K03200, RefSeq:WP_105892266.1, SO:0001217, UniParc:UPI000D0126AC, UniRef:UniRef100_UPI000D0126AC, UniRef:UniRef50_A0A1T0AX86, UniRef:UniRef90_UPI000D0126AC
contig_1	cds	1562	3976	-	JMJGHK_003		TraB/VirB4-like protein	SO:0001217, UniRef:UniRef50_Q8VRD5, UniRef:UniRef90_Q8VRD5
contig_1	cds	3948	4304	-	JMJGHK_004		TraA/VirB3-like protein	RefSeq:WP_105892268.1, SO:0001217, UniParc:UPI000D015116, UniRef:UniRef100_UPI000D015116, UniRef:UniRef50_A0A1V3KKJ0, UniRef:UniRef90_Q8VRD6
contig_1	cds	4387	4701	-	JMJGHK_005		TraC-like protein	RefSeq:WP_105892269.1, SO:0001217, UniParc:UPI000D01A599, UniRef:UniRef100_UPI000D01A599, UniRef:UniRef50_Q8VRD7, UniRef:UniRef90_Q8VRD7
contig_1	cds	4720	5403	-	JMJGHK_006		TraB-like protein	SO:0001217, UniRef:UniRef50_A0A1V3IX29, UniRef:UniRef90_Q8VRD8
contig_1	cds	5516	5797	-	JMJGHK_007		hypothetical protein	RefSeq:WP_112077208.1, SO:0001217, UniParc:UPI000DD4D942, UniRef:UniRef100_UPI000DD4D942, UniRef:UniRef50_UPI002879411D, UniRef:UniRef90_UPI000DD4D942
contig_1	cds	5799	6017	-	JMJGHK_008		hypothetical protein	RefSeq:WP_050540713.1, SO:0001217, UniParc:UPI00067AE483, UniRef:UniRef100_UPI00067AE483, UniRef:UniRef50_A0A9Q6Z1M5, UniRef:UniRef90_UPI00067AE483
contig_1	cds	6644	7660	+	JMJGHK_009		Replication protein	RefSeq:WP_275910310.1, SO:0001217, UniParc:UPI0023DDC1D1, UniRef:UniRef100_UPI0023DDC1D1, UniRef:UniRef50_Q8VRE1, UniRef:UniRef90_Q8VRE1
contig_1	cds	8591	9169	+	JMJGHK_010		DUF4304 domain-containing protein	SO:0001217, UniRef:UniRef50_Q8VRE2, UniRef:UniRef90_Q8VRE2
contig_1	cds	9292	9561	+	JMJGHK_011		DUF1456 domain-containing protein	RefSeq:WP_049365687.1, SO:0001217, UniParc:UPI00066B3123, UniRef:UniRef100_UPI000518C999, UniRef:UniRef50_A0A9X4PF05, UniRef:UniRef90_UPI001890B1A6
contig_1	cds	9818	10378	+	JMJGHK_012		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8VRE3, UniRef:UniRef90_Q8VRE3
contig_1	cds	10493	11131	+	JMJGHK_013		ParA-like protein	RefSeq:WP_005638148.1, SO:0001217, UniParc:UPI00021B3798, UniRef:UniRef100_UPI00021B3798, UniRef:UniRef50_A0A1V3KIX1, UniRef:UniRef90_Q8VRE4
contig_1	cds	11133	11603	+	JMJGHK_014		hypothetical protein	RefSeq:WP_005638146.1, SO:0001217, UniParc:UPI00000B1335, UniRef:UniRef100_Q8VRE5, UniRef:UniRef50_Q8VRE5, UniRef:UniRef90_Q8VRE5
contig_1	cds	11596	11919	+	JMJGHK_015		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8VRE6, UniRef:UniRef90_Q8VRE6
