# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	120	398	-	KOMEDA_001		hypothetical protein	
contig_1	cds	415	750	+	KOMEDA_002		hypothetical protein	
contig_1	cds	750	1862	+	KOMEDA_003		F pilus assembly Type-IV secretion system for plasmid transfer	SO:0001217, UniRef:UniRef50_A0A378QE76, UniRef:UniRef90_UPI00128CCBD7
contig_1	cds	1837	4446	+	KOMEDA_004	traC	type IV secretion system protein TraC	KEGG:K12063, RefSeq:WP_120649634.1, SO:0001217, UniParc:UPI000EA9632C, UniRef:UniRef100_UPI000EA9632C, UniRef:UniRef50_A0A378QCP4, UniRef:UniRef90_UPI00128B2DD6
contig_1	cds	4446	4928	+	KOMEDA_005	trbI	Type-F conjugative transfer system protein TrbI	RefSeq:WP_120649633.1, SO:0001217, UniParc:UPI000EA8DB72, UniRef:UniRef100_UPI000EA8DB72, UniRef:UniRef50_A0A378QCE1, UniRef:UniRef90_UPI00128D3469
contig_1	cds	4930	5478	+	KOMEDA_006		S26 family signal peptidase	RefSeq:WP_120649632.1, SO:0001217, UniParc:UPI000EA83AB1, UniRef:UniRef100_UPI000EA83AB1, UniRef:UniRef50_A0A378QCE3, UniRef:UniRef90_UPI000EA83AB1
contig_1	cds	5468	6112	+	KOMEDA_007	traW	type-F conjugative transfer system protein TraW	KEGG:K12061, RefSeq:WP_120649631.1, SO:0001217, UniParc:UPI000EA87727, UniRef:UniRef100_UPI000EA87727, UniRef:UniRef50_A0A378QCU5, UniRef:UniRef90_UPI000EA87727
contig_1	cds	6109	7116	+	KOMEDA_008	traU	conjugal transfer pilus assembly protein TraU	KEGG:K12060, RefSeq:WP_152704727.1, SO:0001217, UniParc:UPI00128DA93C, UniRef:UniRef100_UPI00128DA93C, UniRef:UniRef50_A0A6L4YKZ3, UniRef:UniRef90_A0A378QCD7
contig_1	cds	7125	7832	+	KOMEDA_009	trbC	type-F conjugative transfer system pilin assembly protein TrbC	SO:0001217, UniRef:UniRef50_A0A378QDL0, UniRef:UniRef90_UPI0009D9FE27
contig_1	cds	7835	9985	+	KOMEDA_010	traN	conjugal transfer protein TraN	KEGG:K12058, SO:0001217, UniRef:UniRef50_A0A378QCZ7, UniRef:UniRef90_UPI00128C84E7
contig_1	cds	9975	10856	+	KOMEDA_011	traF	conjugal transfer protein TraF	KEGG:K12057, RefSeq:WP_120649628.1, SO:0001217, UniParc:UPI000EA97DB2, UniRef:UniRef100_UPI000EA97DB2, UniRef:UniRef50_A0A378QDG9, UniRef:UniRef90_UPI00128C7662
contig_1	cds	10867	11196	+	KOMEDA_012		hypothetical protein	RefSeq:WP_081570089.1, SO:0001217, UniParc:UPI0009C2F8A6, UniRef:UniRef100_UPI0009C2F8A6, UniRef:UniRef50_UPI00128D3BBC, UniRef:UniRef90_UPI00128D3BBC
