# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	284	-	KMCBMD_001		hypothetical protein	RefSeq:WP_112077208.1, SO:0001217, UniParc:UPI000DD4D942, UniRef:UniRef100_UPI000DD4D942, UniRef:UniRef50_UPI002879411D, UniRef:UniRef90_UPI000DD4D942
contig_1	cds	286	504	-	KMCBMD_002		hypothetical protein	RefSeq:WP_050540713.1, SO:0001217, UniParc:UPI00067AE483, UniRef:UniRef100_UPI00067AE483, UniRef:UniRef50_A0A9Q6Z1M5, UniRef:UniRef90_UPI00067AE483
contig_1	cds	1125	2141	+	KMCBMD_003		Replication protein	RefSeq:WP_116954135.1, SO:0001217, UniParc:UPI000E34DACE, UniRef:UniRef100_UPI000E34DACE, UniRef:UniRef50_Q8VRE1, UniRef:UniRef90_Q8VRE1
contig_1	cds	2455	2679	-	KMCBMD_004		hypothetical protein	
contig_1	cds	3074	3652	+	KMCBMD_005		DUF4304 domain-containing protein	RefSeq:WP_116954134.1, SO:0001217, UniParc:UPI000E3546F2, UniRef:UniRef100_UPI000E3546F2, UniRef:UniRef50_Q8VRE2, UniRef:UniRef90_Q8VRE2
contig_1	cds	3775	4044	+	KMCBMD_006		DUF1456 domain-containing protein	RefSeq:WP_049365687.1, SO:0001217, UniParc:UPI00066B3123, UniRef:UniRef100_UPI000518C999, UniRef:UniRef50_A0A9X4PF05, UniRef:UniRef90_UPI001890B1A6
contig_1	cds	4341	4862	+	KMCBMD_007		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8VRE3, UniRef:UniRef90_Q8VRE3
contig_1	cds	4979	5617	+	KMCBMD_008		ParA-like protein	RefSeq:WP_011053507.1, SO:0001217, UniParc:UPI00000BEB44, UniRef:UniRef100_Q8VRE4, UniRef:UniRef50_A0A1V3KIX1, UniRef:UniRef90_Q8VRE4
contig_1	cds	5619	6089	+	KMCBMD_009		hypothetical protein	RefSeq:WP_005638146.1, SO:0001217, UniParc:UPI00000B1335, UniRef:UniRef100_Q8VRE5, UniRef:UniRef50_Q8VRE5, UniRef:UniRef90_Q8VRE5
contig_1	cds	6082	6405	+	KMCBMD_010		hypothetical protein	RefSeq:WP_049365689.1, SO:0001217, UniParc:UPI00066A9B22, UniRef:UniRef100_UPI00066A9B22, UniRef:UniRef50_Q8VRE6, UniRef:UniRef90_Q8VRE6
contig_1	cds	6415	6594	+	KMCBMD_011	vbhA	Antitoxin VbhA domain-containing protein	RefSeq:WP_049365690.1, SO:0001217, UniParc:UPI00066C9725, UniRef:UniRef100_A0A2S9RQ49, UniRef:UniRef50_A0A0A3A2S1, UniRef:UniRef90_A0A2S9RQ49
contig_1	cds	6575	7510	+	KMCBMD_012		protein adenylyltransferase	RefSeq:WP_116954133.1, SO:0001217, UniParc:UPI000E34B1D7, UniRef:UniRef100_UPI000E34B1D7, UniRef:UniRef50_G4A5F4, UniRef:UniRef90_A0A2S9RQ35
