# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2	472	+	OKHLME_001		(5' truncated) hypothetical protein	
contig_1	cds	487	1545	+	OKHLME_002	virB11	P-type DNA transfer ATPase VirB11	GO:0043684, GO:0044097, SO:0001217, UniRef:UniRef50_Q8VRC8, UniRef:UniRef90_Q8VRC8
contig_1	cds	1555	3387	+	OKHLME_003		TraK-like protein	EC:7.4.2.8, KEGG:K03205, SO:0001217, UniRef:UniRef50_A0A1V3IW55, UniRef:UniRef90_Q8VRC7
contig_1	cds	3398	4051	+	OKHLME_004		TrbM/KikA/MpfK family conjugal transfer protein	SO:0001217, UniRef:UniRef50_A0A1T0AX12, UniRef:UniRef90_UPI000D01D95A
contig_1	cds	4067	4228	+	OKHLME_005		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000D4E1245
contig_1	cds	4212	4637	+	OKHLME_006		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_Q8VRC5, UniRef:UniRef90_Q8VRC5
contig_1	cds	4690	6942	+	OKHLME_007		DNA topoisomerase	EC:5.6.2.1, KEGG:K03169, SO:0001217, UniRef:UniRef50_Q8VRC4, UniRef:UniRef90_Q8VRC4
contig_1	cds	7121	7399	+	OKHLME_008	chpS	Antitoxin ChpS	SO:0001217, UniRef:UniRef50_G4A5W2, UniRef:UniRef90_A0A3S4ZFN3
contig_1	cds	7399	7752	+	OKHLME_009		Pemk-like protein	EC:3.1.-.-, KEGG:K18841, SO:0001217, UniRef:UniRef50_A0A447SQC0, UniRef:UniRef90_A0A448PZ80
contig_1	cds	7801	7989	-	OKHLME_010		Phage protein	SO:0001217, UniRef:UniRef50_A0A3S4XGE6
contig_1	cds	8005	11733	-	OKHLME_011		Large polyvalent protein-associated domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9X4PDX9
contig_1	cds	11723	12070	-	OKHLME_012		putative relaxosome component	RefSeq:WP_005638131.1, SO:0001217, UniParc:UPI00000BC9D2, UniRef:UniRef100_Q8VRC1, UniRef:UniRef50_Q8VRC1, UniRef:UniRef90_Q8VRC1
contig_1	cds	12462	12941	+	OKHLME_013		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A9X4SJ54, UniRef:UniRef90_A0A1V3KEV4
contig_1	cds	12938	13687	+	OKHLME_014		TraL(RP4)-like protein	SO:0001217, UniRef:UniRef50_M1EVA3, UniRef:UniRef90_Q8VRB9
contig_1	cds	13916	14650	+	OKHLME_015		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8VRB8, UniRef:UniRef90_Q8VRB8
contig_1	cds	14653	14973	+	OKHLME_016		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8VRB7
contig_1	cds	15231	15458	-	OKHLME_017		hypothetical protein	SO:0001217, UniRef:UniRef50_G4A6K5
contig_1	cds	15504	15920	-	OKHLME_018		hypothetical protein	SO:0001217, UniRef:UniRef50_Q7VPC5, UniRef:UniRef90_UPI000D64A757
contig_1	cds	15979	16197	-	OKHLME_019		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000DD32F23, UniRef:UniRef90_UPI000D01BF65
contig_1	cds	16381	16881	-	OKHLME_020	dnaJ	DnaJ domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V3J056, UniRef:UniRef90_UPI0011D963CE
contig_1	cds	17582	18067	+	OKHLME_021		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0018A67678, UniRef:UniRef90_UPI0018A67678
contig_1	cds	18178	18582	+	OKHLME_022		hypothetical protein	
contig_1	cds	18679	18972	+	OKHLME_023		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A377IYI6, UniRef:UniRef90_UPI001EF8B65C
contig_1	cds	18987	19187	+	OKHLME_024		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000D01E72B, UniRef:UniRef90_UPI000D01E72B
contig_1	cds	19180	19755	+	OKHLME_025		Resolvase/integrase-like protein	KEGG:K14060, SO:0001217, UniRef:UniRef50_A0A448PZD2, UniRef:UniRef90_A0A448PZD2
contig_1	cds	19837	20772	-	OKHLME_026		protein adenylyltransferase	SO:0001217, UniRef:UniRef50_G4A5F4, UniRef:UniRef90_A0A2S9RQ35
contig_1	cds	20753	20932	-	OKHLME_027	vbhA	Antitoxin VbhA domain-containing protein	RefSeq:WP_065246324.1, SO:0001217, UniParc:UPI000803347B, UniRef:UniRef100_A0A1B8PF06, UniRef:UniRef50_A0A1V3IH03, UniRef:UniRef90_A0A1B8PF06
contig_1	cds	20942	21265	-	OKHLME_028		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8VRE6, UniRef:UniRef90_Q8VRE6
contig_1	cds	21258	21725	-	OKHLME_029		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1V3KIC5
contig_1	cds	21727	22365	-	OKHLME_030		CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V3KIX1, UniRef:UniRef90_A0A1V3KIX1
contig_1	cds	22497	23045	-	OKHLME_031		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8VRE3
contig_1	cds	23261	23533	-	OKHLME_032		DUF1456 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9X4PF05, UniRef:UniRef90_A0A1V3KHP3
contig_1	cds	23602	24174	-	OKHLME_033		DUF4304 domain-containing protein	SO:0001217, UniRef:UniRef50_Q8VRE2
contig_1	cds	25098	25652	-	OKHLME_034		hypothetical protein	
contig_1	cds	26715	26936	+	OKHLME_035		Repressor-like protein	SO:0001217, UniRef:UniRef50_Q8VRE0, UniRef:UniRef90_Q8VRE0
contig_1	cds	26933	27232	+	OKHLME_036		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A380U1F1
contig_1	cds	27351	28034	+	OKHLME_037		TraB-like protein	SO:0001217, UniRef:UniRef50_A0A1V3IX29, UniRef:UniRef90_Q8VRD8
contig_1	cds	28053	28367	+	OKHLME_038		TraC-like protein	SO:0001217, UniRef:UniRef50_Q8VRD7
contig_1	cds	28451	28807	+	OKHLME_039		TraA/VirB3-like protein	RefSeq:WP_105892268.1, SO:0001217, UniParc:UPI000D015116, UniRef:UniRef100_UPI000D015116, UniRef:UniRef50_A0A1V3KKJ0, UniRef:UniRef90_Q8VRD6
contig_1	cds	28779	31193	+	OKHLME_040		TraB/VirB4-like protein	SO:0001217, UniRef:UniRef50_Q8VRD5, UniRef:UniRef90_Q8VRD5
contig_1	cds	31209	31898	+	OKHLME_041		type IV secretion system protein	KEGG:K03200, RefSeq:WP_311419276.1, SO:0001217, UniParc:UPI00288A3979, UniRef:UniRef100_UPI00288A3979, UniRef:UniRef50_A0A1T0AX86, UniRef:UniRef90_UPI00288A3979
contig_1	cds	31912	32895	+	OKHLME_042		type IV secretion system protein	KEGG:K03201, SO:0001217, UniRef:UniRef50_UPI0018901CA5, UniRef:UniRef90_UPI00288A40DC
contig_1	cds	32908	33063	+	OKHLME_043		TraF-like protein	SO:0001217, UniRef:UniRef50_Q8VRD2, UniRef:UniRef90_Q8VRD2
contig_1	cds	33077	33859	+	OKHLME_044		TraE/VirB8-like protein	KEGG:K03203, SO:0001217, UniRef:UniRef50_A0A9X4PC34, UniRef:UniRef90_Q8VRD1
contig_1	cds	33866	34642	+	OKHLME_045		TrbG/VirB9 family P-type conjugative transfer protein	KEGG:K03204, SO:0001217, UniRef:UniRef50_Q8VRD0, UniRef:UniRef90_UPI000D01F8B4
contig_1	cds	34635	35342	+	OKHLME_046		(3' truncated) hypothetical protein	
