# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	ncRNA	89	158	+	KIIHPH_001	RNA-OUT	RNA-OUT	RFAM:RF00240, SO:0000655
contig_1	cds	294	497	+	KIIHPH_002		hypothetical protein	RefSeq:WP_047922046.1, SO:0001217, UniParc:UPI00064C53C9, UniRef:UniRef100_A0A1B0WP18, UniRef:UniRef50_A0A377J0S9, UniRef:UniRef90_A0A377J0S9
contig_1	cds	555	1319	+	KIIHPH_003	traX	Conjugal transfer protein TraX	RefSeq:WP_012564934.1, SO:0001217, UniParc:UPI00004036BC, UniRef:UniRef100_A0A377IYL9, UniRef:UniRef50_A0A1V3JSG4, UniRef:UniRef90_A0A369Z6X9
contig_1	cds	1418	2047	+	KIIHPH_004	virB7	Type IV secretion system putative lipoprotein virB7	RefSeq:WP_012564935.1, SO:0001217, UniParc:UPI00004036BD, UniRef:UniRef100_A0A377IYR1, UniRef:UniRef50_A0A377IYR1, UniRef:UniRef90_A0A377IYR1
contig_1	cds	2051	2791	+	KIIHPH_005		Conj_TIGR03759: integrating conjugative element protein	RefSeq:WP_012564936.1, SO:0001217, UniParc:UPI00004036BE, UniRef:UniRef100_A0A377IYM9, UniRef:UniRef50_W0R2U5, UniRef:UniRef90_A0A5C6GZ40
contig_1	cds	2770	3528	+	KIIHPH_006		Transglycosylase SLT domain-containing protein	RefSeq:WP_011271840.1, SO:0001217, UniParc:UPI000039AD5C, UniRef:UniRef100_A0A377IYW6, UniRef:UniRef50_A0A4S2Q3H1, UniRef:UniRef90_A0A369Z679
contig_1	cds	3544	4050	+	KIIHPH_007		Integrating conjugative element protein	RefSeq:WP_011271841.1, SO:0001217, UniParc:UPI000039AD5D, UniRef:UniRef100_A0A377IYX6, UniRef:UniRef50_Q6J5E5, UniRef:UniRef90_Q6J5E5
contig_1	cds	4047	6299	+	KIIHPH_008	traD	type IV conjugative transfer system coupling protein TraD	KEGG:K12071, SO:0001217, UniRef:UniRef50_A0A5B8SQX9, UniRef:UniRef90_A0A9N8NA81
contig_1	cds	6283	6618	+	KIIHPH_009		Hemophilus-specific protein	RefSeq:WP_005687581.1, SO:0001217, UniParc:UPI0001A3F73F, UniRef:UniRef100_A0A377J0G4, UniRef:UniRef50_A0A377J0G4, UniRef:UniRef90_A0A377J0G4
contig_1	cds	6618	7304	+	KIIHPH_010		Integrating conjugative element membrane protein, PFL_4697 family	RefSeq:WP_005687582.1, SO:0001217, UniParc:UPI000039AD60, UniRef:UniRef100_A0AAW3ZZI2, UniRef:UniRef50_Q7VMN3, UniRef:UniRef90_A0A377IZ32
contig_1	cds	7465	7785	+	KIIHPH_011		RAQPRD family integrative conjugative element protein	RefSeq:WP_005687583.1, SO:0001217, UniParc:UPI000045EA39, UniRef:UniRef100_A0A2S9S8B4, UniRef:UniRef50_A0A0A2ZZH9, UniRef:UniRef90_A0A369Z1Z2
contig_1	cds	7789	8034	+	KIIHPH_012		DUF3262 domain-containing protein	RefSeq:WP_005687584.1, SO:0001217, UniParc:UPI000039AD62, UniRef:UniRef100_A0A1B8T3U5, UniRef:UniRef50_A0A1V3KWH3, UniRef:UniRef90_A4N4V6
contig_1	cds	8054	8455	+	KIIHPH_013		Integrating conjugative element membrane protein, PFL_4702 family	RefSeq:WP_005687585.1, SO:0001217, UniParc:UPI000039AD63, UniRef:UniRef100_A0A1B8T422, UniRef:UniRef50_Q7VMN5, UniRef:UniRef90_A0A377IYK9
contig_1	cds	8475	8846	+	KIIHPH_014		Conjugative transfer region protein	RefSeq:WP_011271844.1, SO:0001217, UniParc:UPI000039AD64, UniRef:UniRef100_A0A377IYQ5, UniRef:UniRef50_Q7VMN6, UniRef:UniRef90_A0A377IYQ5
contig_1	cds	8858	9502	+	KIIHPH_015		PFL_4703 family integrating conjugative element protein	RefSeq:WP_011271845.1, SO:0001217, UniParc:UPI000039AD65, UniRef:UniRef100_A0A5C6GZ30, UniRef:UniRef50_Q7VMN7, UniRef:UniRef90_A0A377IYM0
contig_1	cds	9502	10371	+	KIIHPH_016		Integrating conjugative element protein, PFL_4704 family	RefSeq:WP_011271846.1, SO:0001217, UniParc:UPI000039AD66, UniRef:UniRef100_A0A5C6GZF0, UniRef:UniRef50_Q7VMN8, UniRef:UniRef90_A0A2X1RNF7
contig_1	cds	10382	11782	+	KIIHPH_017		Integrating conjugative element protein, PFL_4705 family	SO:0001217, UniRef:UniRef50_Q7VMN9
contig_1	cds	11792	12199	+	KIIHPH_018		Conjugative transfer region lipoprotein	RefSeq:WP_011271848.1, SO:0001217, UniParc:UPI000039AD68, UniRef:UniRef100_A0A377IYM6, UniRef:UniRef50_A0A1V3J6D6, UniRef:UniRef90_A0A1B0WTP9
contig_1	cds	12215	15085	+	KIIHPH_019		conjugative transfer ATPase	GO:0005524, RefSeq:WP_011271849.1, SO:0001217, UniParc:UPI000039AD69, UniRef:UniRef100_A0A377J0F8, UniRef:UniRef50_A0A380U2T4, UniRef:UniRef90_A4N4U7
contig_1	cds	15057	15500	+	KIIHPH_020		DUF5655 domain-containing protein	RefSeq:WP_005687593.1, SO:0001217, UniParc:UPI0001A3F744, UniRef:UniRef100_A0A377IZ23, UniRef:UniRef50_A0A377IZ23, UniRef:UniRef90_A0A377IZ23
contig_1	cds	15510	15833	+	KIIHPH_021		Hemophilus-specific protein	RefSeq:WP_011271851.1, SO:0001217, UniParc:UPI000039AD6B, UniRef:UniRef100_A0A377IZG3, UniRef:UniRef50_A0A1V3IET7, UniRef:UniRef90_A0A377IZG3
contig_1	cds	15842	17335	+	KIIHPH_022	traG	TraG N-terminal Proteobacteria domain-containing protein	RefSeq:WP_011271852.1, SO:0001217, UniParc:UPI000039AD6C, UniRef:UniRef100_A0A377J0R0, UniRef:UniRef50_A0AAX3ISN8, UniRef:UniRef90_A0A1B0WPY2
contig_1	cds	17391	17720	-	KIIHPH_023		hypothetical protein	RefSeq:WP_005667844.1, SO:0001217, UniParc:UPI000039AD6D, UniRef:UniRef100_A0A377IYK1, UniRef:UniRef50_A0A377IYK1, UniRef:UniRef90_A0A377IYK1
contig_1	cds	17878	21012	-	KIIHPH_024	tnpA	Tn3-like element Tn3 family transposase	BlastRules:WP_032495017, COG:COG4644, COG:X, GO:0003677, GO:0004803, GO:0006313, SO:0001217, UniParc:UPI0001DDD872, UniRef:UniRef100_G1CCP5, UniRef:UniRef50_P03008, UniRef:UniRef90_P03008
contig_1	cds	21047	21604	+	KIIHPH_025	tnpR	Transposon Tn1331 resolvase	COG:COG1961, COG:L, GO:0000150, GO:0003677, GO:0015074, KEGG:K14060, RefSeq:WP_001235713.1, SO:0001217, UniParc:UPI00001A3763, UniRef:UniRef100_D9Z4Z5, UniRef:UniRef50_P21424, UniRef:UniRef90_P21424
contig_1	cds	21652	22512	+	KIIHPH_026	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	COG:COG2367, COG:V, EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, KEGG:K18698, NCBIProtein:WP_000027057.1, RefSeq:WP_000027057.1, SO:0001217, UniParc:UPI00000000E4, UniRef:UniRef100_P62593, UniRef:UniRef50_P62593, UniRef:UniRef90_P62593
contig_1	cds	22736	22915	+	KIIHPH_027		hypothetical protein	RefSeq:WP_005667851.1, SO:0001217, UniParc:UPI000039AD6E, UniRef:UniRef100_A0A377IYW4, UniRef:UniRef50_A0A377IYW4, UniRef:UniRef90_A0A377IYW4
contig_1	cds	22960	23367	-	KIIHPH_028		C-type lysozyme inhibitor domain-containing protein	RefSeq:WP_005667853.1, SO:0001217, UniParc:UPI000039AD6F, UniRef:UniRef100_A0A377IYL7, UniRef:UniRef50_A0A1V3JSP2, UniRef:UniRef90_A0A377IYL7
contig_1	cds	23383	25383	-	KIIHPH_029		integrating conjugative element protein	RefSeq:WP_005687597.1, SO:0001217, UniParc:UPI000039AD70, UniRef:UniRef100_A0A377J0F0, UniRef:UniRef50_A0A1V3J6G1, UniRef:UniRef90_A0A377J0F0
contig_1	cds	25398	26339	-	KIIHPH_030		Exported protein	RefSeq:WP_011271853.1, SO:0001217, UniParc:UPI00003CD8EE, UniRef:UniRef100_A0A377IZ14, UniRef:UniRef50_A7TUJ3, UniRef:UniRef90_A0A377IZ14
contig_1	cds	26336	26773	-	KIIHPH_031		Integrating conjugative element protein, PFL_4709 family	SO:0001217, UniRef:UniRef50_A0A377IZF4, UniRef:UniRef90_A0A377IZF4
contig_1	cds	27154	27510	+	KIIHPH_032		hypothetical protein	SO:0001217, UniRef:UniRef50_Q7VMQ4, UniRef:UniRef90_A0A377J0Q1
contig_1	cds	27595	27828	+	KIIHPH_033		Hemophilus-specific protein	RefSeq:WP_005653503.1, SO:0001217, UniParc:UPI000039AD74, UniRef:UniRef100_A0A377IYJ6, UniRef:UniRef50_A0A1V3IES7, UniRef:UniRef90_A0A377IYJ6
contig_1	cds	27831	28079	+	KIIHPH_034		hypothetical protein	RefSeq:WP_005687602.1, SO:0001217, UniParc:UPI000039AD75, UniRef:UniRef100_A0A377IYN8, UniRef:UniRef50_A0A377IYN8, UniRef:UniRef90_A0A377IYN8
contig_1	cds	28083	28241	+	KIIHPH_035		hypothetical protein	RefSeq:WP_005667862.1, SO:0001217, UniParc:UPI000039AD76, UniRef:UniRef100_A0A1B0WT77, UniRef:UniRef50_A0A377IYK2, UniRef:UniRef90_A0A377IYK2
contig_1	cds	28373	29326	+	KIIHPH_036		Antirestriction protein	SO:0001217, UniRef:UniRef50_A0A377IYT5, UniRef:UniRef90_A0A377IYT5
contig_1	cds	29430	30191	+	KIIHPH_037		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A377IYV4, UniRef:UniRef90_A0A377IYV4
contig_1	cds	30247	30438	-	KIIHPH_038		hypothetical protein	SO:0001217, UniParc:UPI0007CDB47F, UniRef:UniRef100_A0AB36E8B3, UniRef:UniRef50_A0AB36E8B3, UniRef:UniRef90_A0AB36E8B3
contig_2	cds	229	549	+	KIIHPH_039	hmoA	Antibiotic biosynthesis monooxygenase	COG:COG2329, COG:H, RefSeq:WP_000562370.1, SO:0001217, UniParc:UPI00000DA0D3, UniRef:UniRef100_Q1A2K8, UniRef:UniRef50_Q1A2K8, UniRef:UniRef90_Q1A2K8
