# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	108	1085	+	KHCFFA_001		replication initiation protein	SO:0001217, UniRef:UniRef50_UPI000CE8EB63, UniRef:UniRef90_UPI001E4F31C3
contig_1	cds	1269	1457	+	KHCFFA_002		type II toxin-antitoxin system RelB/DinJ family antitoxin	RefSeq:WP_005541360.1, SO:0001217, UniParc:UPI0001BA1523, UniRef:UniRef100_UPI0001BA1523, UniRef:UniRef50_UPI0001BA1523, UniRef:UniRef90_UPI0001BA1523
contig_1	cds	1457	2119	+	KHCFFA_003		lytic transglycosylase domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000A99AD90, UniRef:UniRef90_UPI00022BFC28
contig_1	cds	2132	2464	+	KHCFFA_004		TrbC/VirB2 family protein	KEGG:K03197, SO:0001217, UniRef:UniRef50_UPI00022BFC27, UniRef:UniRef90_UPI0001BA1525
contig_1	cds	2604	5387	+	KHCFFA_005	virB4	VirB4 family type IV secretion/conjugal transfer ATPase	EC:7.4.2.8, KEGG:K03199, SO:0001217, UniRef:UniRef50_A0A1B9N1H2, UniRef:UniRef90_UPI001E586CA6
contig_1	cds	5474	6205	+	KHCFFA_006		Type IV secretion system proteins	KEGG:K03200, SO:0001217, UniRef:UniRef50_A0A496NA76, UniRef:UniRef90_A0A496NA76
contig_1	cds	6213	6473	+	KHCFFA_007	trbK	Entry exclusion lipoprotein TrbK	RefSeq:WP_005547044.1, SO:0001217, UniParc:UPI00022BFC24, UniRef:UniRef100_UPI00022BFC24, UniRef:UniRef50_A0A496N8I8, UniRef:UniRef90_UPI001E29C154
contig_1	cds	6493	7401	+	KHCFFA_008		type IV secretion system protein	KEGG:K03201, SO:0001217, UniRef:UniRef50_UPI0001BA1529, UniRef:UniRef90_UPI00022BFC23
contig_1	cds	7414	7593	+	KHCFFA_009		lipoprotein	RefSeq:WP_233116813.1, SO:0001217, UniParc:UPI001E2FEE01, UniRef:UniRef100_UPI001E2FEE01, UniRef:UniRef50_UPI0001BA152A, UniRef:UniRef90_UPI0001BA152A
contig_1	cds	7597	8304	+	KHCFFA_010		type IV secretion system protein	KEGG:K03203, SO:0001217, UniRef:UniRef50_UPI001F11C4C3, UniRef:UniRef90_UPI0001BA152B
contig_1	cds	8316	9203	+	KHCFFA_011	virB9	P-type conjugative transfer protein VirB9	KEGG:K03204, SO:0001217, UniRef:UniRef50_A0A1B9N1G0, UniRef:UniRef90_UPI0001BA152C
