# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	229	549	+	JHMAAL_001	hmoA	Antibiotic biosynthesis monooxygenase	COG:COG2329, COG:H, RefSeq:WP_000562370.1, SO:0001217, UniParc:UPI00000DA0D3, UniRef:UniRef100_Q1A2K8, UniRef:UniRef50_Q1A2K8, UniRef:UniRef90_Q1A2K8
contig_1	cds	542	928	+	JHMAAL_002	aCTx2	ACT domain-containing protein	COG:COG4747, COG:R, RefSeq:WP_000460651.1, SO:0001217, UniParc:UPI00000D139B, UniRef:UniRef100_B1VCF2, UniRef:UniRef50_K8AJ79, UniRef:UniRef90_B1VCF2
contig_1	cds	936	1622	+	JHMAAL_003	arsR	Transcriptional regulator	COG:COG0640, COG:K, RefSeq:WP_001284954.1, SO:0001217, UniParc:UPI00000BEFC6, UniRef:UniRef100_Q1A2K6, UniRef:UniRef50_Q1A2K6, UniRef:UniRef90_Q1A2K6
contig_1	cds	1600	2223	-	JHMAAL_004	tetR(B)	tetracycline resistance transcriptional repressor TetR(B)	BlastRules:WP_000088605, COG:COG1309, COG:K, GO:0000976, GO:0003700, GO:0045892, GO:0046677, GO:0046872, KEGG:K18476, RefSeq:WP_000088605.1, SO:0001217, UniParc:UPI0000000D97, UniRef:UniRef100_P04483, UniRef:UniRef50_P0ACT4, UniRef:UniRef90_P04483
contig_1	cds	2305	3510	+	JHMAAL_005	tet(B)	tetracycline efflux MFS transporter Tet(B)	COG:COG2814, COG:G, GO:0005886, GO:0008493, GO:0015297, GO:0015904, GO:0016020, GO:0022857, GO:0046677, GO:0055085, KEGG:K08151, NCBIProtein:WP_001089072.1, RefSeq:WP_001089072.1, SO:0001217, UniParc:UPI0000000805, UniRef:UniRef100_P02980, UniRef:UniRef50_P02980, UniRef:UniRef90_P02980
contig_1	cds	3623	4291	-	JHMAAL_006	tetC	tetracyline resistance-associated transcriptional repressor TetC	COG:COG1309, COG:K, GO:0003677, SO:0001217, UniParc:UPI00000B7027, UniRef:UniRef100_Q6QR70, UniRef:UniRef50_P28815, UniRef:UniRef90_P28815
contig_1	cds	4304	4720	+	JHMAAL_007	tetD	Transposon Tn10 TetD protein	COG:COG2207, COG:K, GO:0003700, GO:0043565, RefSeq:WP_000275180.1, SO:0001217, UniParc:UPI00000BEFBF, UniRef:UniRef100_Q6QR69, UniRef:UniRef50_P28816, UniRef:UniRef90_P28816
contig_1	cds	4730	5938	-	JHMAAL_008	tnp	IS4 family IS10R transposase	GO:0004803, IS:IS10R, SO:0001217, UniRef:UniRef50_Q53371, UniRef:UniRef90_Q53371
contig_1	cds	5878	6357	-	JHMAAL_009		hypothetical protein	RefSeq:WP_223877903.1, SO:0001217, UniParc:UPI001CC73EB6, UniRef:UniRef100_UPI000E57E313, UniRef:UniRef50_A0A9N8NAJ0, UniRef:UniRef90_A0A9N8NAJ0
contig_1	ncRNA	5931	6000	+	JHMAAL_010	RNA-OUT	RNA-OUT	RFAM:RF00240, SO:0000655
contig_1	cds	6450	6920	-	JHMAAL_011		DNA repair protein	KEGG:K03630, RefSeq:WP_012564928.1, SO:0001217, UniParc:UPI00004036B6, UniRef:UniRef100_A0A1B0WR25, UniRef:UniRef50_A0A1B0WR25, UniRef:UniRef90_A0A1B0WR25
contig_1	cds	7059	7700	-	JHMAAL_012		DUF3560 domain-containing protein	RefSeq:WP_047922032.1, SO:0001217, UniParc:UPI00064CD9B6, UniRef:UniRef100_A0A9N8NA31, UniRef:UniRef50_A0A1I1NSW5, UniRef:UniRef90_A0A9N8NA31
contig_1	cds	7815	8243	-	JHMAAL_013		STY4534 family ICE replication protein	RefSeq:WP_011271832.1, SO:0001217, UniParc:UPI000039AD54, UniRef:UniRef100_A0A377IYP1, UniRef:UniRef50_U1GZJ6, UniRef:UniRef90_A0A5B8RJB8
contig_1	cds	9128	11173	-	JHMAAL_014		DNA topoisomerase	EC:5.6.2.1, KEGG:K03169, RefSeq:WP_012564926.1, SO:0001217, UniParc:UPI00004036B4, UniRef:UniRef100_A0A1B0WNZ9, UniRef:UniRef50_A0A377IYY7, UniRef:UniRef90_A0A377IYY7
contig_1	cds	11264	11821	+	JHMAAL_015		hypothetical protein	PFAM:PF22162.2, RefSeq:WP_012564925.1, SO:0001217, UniParc:UPI00004036B3, UniRef:UniRef100_A0A1B0WRI7, UniRef:UniRef50_A0A377IYX8, UniRef:UniRef90_A0A377IYX8
contig_1	cds	12037	12555	-	JHMAAL_016	virB7	Type IV secretion system putative lipoprotein virB7	RefSeq:WP_047922027.1, SO:0001217, UniParc:UPI00064CD3BA, UniRef:UniRef100_A0A9N8NAJ2, UniRef:UniRef50_A0A2X1PJI6, UniRef:UniRef90_A0A2X1PJI6
contig_1	cds	12582	13004	-	JHMAAL_017		Single-stranded DNA-binding protein	RefSeq:WP_050951544.1, SO:0001217, UniParc:UPI000682C513, UniRef:UniRef100_A0A1B0WPD3, UniRef:UniRef50_I3DDC4, UniRef:UniRef90_A0A377IYS1
contig_1	cds	13251	13724	-	JHMAAL_018		DUF3158 domain-containing protein	RefSeq:WP_005653583.1, SO:0001217, UniParc:UPI00014FB5A7, UniRef:UniRef100_A0A377IYM5, UniRef:UniRef50_A0A1V3IF00, UniRef:UniRef90_A0A377IYM5
contig_1	cds	13739	14494	-	JHMAAL_019		PFL_4669 family integrating conjugative element protein	RefSeq:WP_005667775.1, SO:0001217, UniParc:UPI000039AD4E, UniRef:UniRef100_A0A377J0T6, UniRef:UniRef50_A7TUJ7, UniRef:UniRef90_A4N4X7
contig_1	cds	14719	15942	-	JHMAAL_020		STY4528 family pathogenicity island replication protein	SO:0001217, UniRef:UniRef50_A0A9Q7E7U6, UniRef:UniRef90_A0A377IZ48
contig_1	cds	16092	16643	-	JHMAAL_021		DUF2857 domain-containing protein	RefSeq:WP_005653590.1, SO:0001217, UniParc:UPI000039AD4B, UniRef:UniRef100_A0A377J0I4, UniRef:UniRef50_Q7VMK6, UniRef:UniRef90_A0A1B0WPC7
contig_1	cds	16643	18343	-	JHMAAL_022		ParB/Sulfiredoxin domain-containing protein	KEGG:K03497, SO:0001217, UniRef:UniRef50_Q0I4N5, UniRef:UniRef90_A4N4Y0
contig_1	cds	18336	19691	-	JHMAAL_023	dnaB	replicative DNA helicase	EC:5.6.2.3, GO:0003677, GO:0003678, GO:0005524, GO:0006260, KEGG:K02314, RefSeq:WP_146294048.1, SO:0001217, UniParc:UPI0011B4DC06, UniRef:UniRef100_A0A5C6GZF8, UniRef:UniRef50_I3DDD5, UniRef:UniRef90_A0A377IYZ7
contig_1	cds	19693	20529	-	JHMAAL_024		Atpase involved in chromosome partitioning	RefSeq:WP_005653598.1, SO:0001217, UniParc:UPI00014FB5AD, UniRef:UniRef100_A0A5C6GZ47, UniRef:UniRef50_A0A377IYY5, UniRef:UniRef90_A0A377IYY5
contig_1	tRNA	20605	20691	-	JHMAAL_025	trnL	tRNA-Leu(taa)	SO:0000264
contig_1	tRNA	20696	20771	-	JHMAAL_026	trnG	tRNA-Gly(gcc)	SO:0000260
contig_1	cds	20927	21439	-	JHMAAL_027	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	COG:COG0558, COG:I, EC:2.7.8.5, GO:0005886, GO:0006655, GO:0008444, GO:0008654, GO:0016020, GO:0046474, KEGG:K00995, SO:0001217, UniParc:UPI0002E079EF, UniRef:UniRef100_A0AAJ8WF87, UniRef:UniRef50_Q6D364, UniRef:UniRef90_P44528
contig_1	cds	21759	22949	+	JHMAAL_028	metC	cystathionine beta-lyase	COG:COG0626, COG:E, EC:4.4.1.13, GO:0005737, GO:0006520, GO:0009086, GO:0019346, GO:0019450, GO:0030170, GO:0047804, RefSeq:WP_005658073.1, SO:0001217, UniParc:UPI00014F74F9, UniRef:UniRef100_A0A0H3PBL9, UniRef:UniRef50_P06721, UniRef:UniRef90_P44527
contig_1	cds	23334	24695	+	JHMAAL_029	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	COG:COG0773, COG:M, EC:6.3.2.45, GO:0005524, GO:0008360, GO:0009252, GO:0009254, GO:0016881, GO:0051301, GO:0071555, GO:0106418, KEGG:K02558, RefSeq:WP_005658071.1, SO:0001217, UniParc:UPI00014F74F8, UniRef:UniRef100_A0A0H3PD37, UniRef:UniRef50_P37773, UniRef:UniRef90_P43948
contig_1	cds	24808	25314	+	JHMAAL_030		Uncharacterized protein HI_0120	COG:COG5413, COG:S, GO:0005886, RefSeq:WP_005653606.1, SO:0001217, UniParc:UPI00001392D8, UniRef:UniRef100_P43947, UniRef:UniRef50_P43947, UniRef:UniRef90_P43947
contig_1	cds	25364	26371	-	JHMAAL_031	znuA	zinc ABC transporter substrate-binding protein ZnuA	COG:COG4531, COG:P, EC:7.2.2.-, GO:0006829, GO:0042597, GO:0046872, RefSeq:WP_005658068.1, SO:0001217, UniParc:UPI000004F229, UniRef:UniRef100_A0A0H3PCF1, UniRef:UniRef50_P44526, UniRef:UniRef90_P44526
contig_1	cds	26549	27319	-	JHMAAL_032	tcdA	tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	COG:COG1179, COG:J, EC:6.1.-.-, GO:0005524, GO:0008641, GO:0016020, GO:0061503, GO:0061504, RefSeq:WP_005658066.1, SO:0001217, UniParc:UPI00014F74F7, UniRef:UniRef100_A0A158T0E2, UniRef:UniRef50_Q57097, UniRef:UniRef90_Q57097
contig_1	cds	27319	28428	-	JHMAAL_033	mltA	murein transglycosylase A	COG:COG2821, COG:M, EC:4.2.2.-, GO:0004553, GO:0009254, GO:0019867, RefSeq:WP_005658064.1, SO:0001217, UniParc:UPI00003FCE05, UniRef:UniRef100_A0A0H3PBL6, UniRef:UniRef50_F0EUI1, UniRef:UniRef90_A0A0D0IBW5
contig_1	tRNA	28616	28692	+	JHMAAL_034	trnfM	tRNA-fMet(cat)	SO:0000266
contig_1	cds	28823	30958	+	JHMAAL_035	rlmL	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	COG:COG1092, COG:J, EC:2.1.1.173, EC:2.1.1.264, GO:0003723, GO:0005737, GO:0008990, GO:0031167, GO:0052915, GO:0070043, KEGG:K12297, RefSeq:WP_005658063.1, SO:0001217, UniParc:UPI00014F74F6, UniRef:UniRef100_A0A0H3PD34, UniRef:UniRef50_Q7VP04, UniRef:UniRef90_P44524
contig_1	tRNA	31106	31182	+	JHMAAL_036	trnR	tRNA-Arg(ccg)	SO:0001036
contig_1	tRNA	31209	31284	+	JHMAAL_037	trnH	tRNA-His(gtg)	SO:0000262
contig_1	tRNA	31306	31382	+	JHMAAL_038	trnP	tRNA-Pro(tgg)	SO:0000268
contig_2	cds	86	292	+	JHMAAL_039		DUF3265 domain-containing protein	SO:0001217, UniParc:UPI0001602612, UniRef:UniRef100_A9EE82, UniRef:UniRef50_A9EE82, UniRef:UniRef90_A9EE82
contig_2	cds	607	1248	-	JHMAAL_040	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	COG:COG4845, COG:V, EC:2.3.1.28, GO:0008811, GO:0046677, KEGG:K19271, NCBIProtein:WP_011751353.1, RefSeq:WP_011751353.1, SO:0001217, UniParc:UPI0000055EA0, UniRef:UniRef100_Q8RQP2, UniRef:UniRef50_P00484, UniRef:UniRef90_P22615
contig_2	cds	1411	2358	-	JHMAAL_041	tnp	IS30 family ISAeca1 transposase	COG:COG2826, COG:X, GO:0004803, IS:ISAeca1, RefSeq:WP_012564931.1, SO:0001217, UniParc:UPI00002555E1, UniRef:UniRef100_A0A729RVT0, UniRef:UniRef50_A0A432W514, UniRef:UniRef90_A0A6M4YFY5
contig_3	cds	156	1088	-	JHMAAL_042	tnp	IS5 family ISKpn13 transposase	COG:COG3039, COG:X, GO:0004803, IS:ISKpn13, RefSeq:WP_004235553.1, SO:0001217, UniParc:UPI00004036B9, UniRef:UniRef100_A0A2P9E4A7, UniRef:UniRef50_A0A6S4T5S8, UniRef:UniRef90_A0A2P9E4A7
