# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	463	2700	-	PJGFBD_001		Mobilization protein	RefSeq:WP_120652477.1, SO:0001217, UniParc:UPI000EA88902, UniRef:UniRef100_UPI000EA88902, UniRef:UniRef50_Q9LAL4, UniRef:UniRef90_Q9LAL4
contig_1	cds	2697	3059	-	PJGFBD_002		Bacterial mobilisation domain-containing protein	RefSeq:WP_120652480.1, SO:0001217, UniParc:UPI000EA99656, UniRef:UniRef100_UPI000EA99656, UniRef:UniRef50_Q9LAL3, UniRef:UniRef90_Q9LAL3
contig_1	cds	3616	4926	+	PJGFBD_003		Initiator Rep protein WH1 domain-containing protein	RefSeq:WP_120652482.1, SO:0001217, UniParc:UPI00005C1CEF, UniRef:UniRef100_UPI00005C1CEF, UniRef:UniRef50_Q9LAL2, UniRef:UniRef90_Q9LAL2
contig_1	cds	4913	5548	-	PJGFBD_004		Abortive infection bacteriophage resistance protein	RefSeq:WP_120652484.1, SO:0001217, UniParc:UPI000EA9E65F, UniRef:UniRef100_UPI000EA9E65F, UniRef:UniRef50_L2F4N9, UniRef:UniRef90_A0A1T0A4J2
contig_1	cds	5896	6978	+	PJGFBD_005	jmjC	JmjC domain-containing protein	RefSeq:WP_204321251.1, SO:0001217, UniParc:UPI001953EF05, UniRef:UniRef100_UPI001953EF05, UniRef:UniRef50_A0A1E9VSN5, UniRef:UniRef90_UPI001953EF05
contig_1	cds	6997	7164	+	PJGFBD_006		hypothetical protein	
contig_1	cds	7180	7281	+	PJGFBD_007		hypothetical protein	
contig_1	cds	7288	8550	+	PJGFBD_008	mcbA	McbA	KEGG:K13408, RefSeq:WP_012514676.1, SO:0001217, UniParc:UPI0001754907, UniRef:UniRef100_A0A1E9VTH9, UniRef:UniRef50_C0J419, UniRef:UniRef90_C0J419
contig_1	cds	8621	10705	+	PJGFBD_009		Peptidase domain-containing ABC transporter	RefSeq:WP_012514677.1, SO:0001217, UniParc:UPI0001754908, UniRef:UniRef100_Q9LAL5, UniRef:UniRef50_E3HUG6, UniRef:UniRef90_Q9LAL5
contig_1	cds	10810	11115	+	PJGFBD_010		Bacteriocin	RefSeq:WP_003668865.1, SO:0001217, UniParc:UPI0001914AF3, UniRef:UniRef100_B3CJ46, UniRef:UniRef50_B3CJ46, UniRef:UniRef90_B3CJ46
contig_1	cds	11109	11333	+	PJGFBD_011		Immunity factor	RefSeq:WP_003668863.1, SO:0001217, UniParc:UPI000175490A, UniRef:UniRef100_B3CJ47, UniRef:UniRef50_B3CJ47, UniRef:UniRef90_B3CJ47
contig_1	cds	11445	11909	-	PJGFBD_012		hypothetical protein	
