# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	93	1175	+	POIPON_001		hypothetical protein	PFAM:PF10412.15
contig_1	cds	1191	4046	+	POIPON_002	mobF	MobF family relaxase	GO:0003677, RefSeq:WP_081570081.1, SO:0001217, UniParc:UPI0009C347BE, UniRef:UniRef100_UPI0009C347BE, UniRef:UniRef50_A0A378QGZ7, UniRef:UniRef90_UPI000EA8D057
contig_1	cds	4061	4648	-	POIPON_003		DNA-invertase hin	KEGG:K14060, RefSeq:WP_081570082.1, SO:0001217, UniParc:UPI0009C25352, UniRef:UniRef100_UPI0009C25352, UniRef:UniRef50_A0A1S9ZU90, UniRef:UniRef90_A0A378QDH8
contig_1	cds	4986	5246	+	POIPON_004	copG	CopG family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1T0CD78, UniRef:UniRef90_A0A1T0CD78
contig_1	cds	5246	5563	+	POIPON_005		Plasmid stabilization protein	RefSeq:WP_064609676.1, SO:0001217, UniParc:UPI0007E370EA, UniRef:UniRef100_A0A198UJP8, UniRef:UniRef50_A0A1T0CD98, UniRef:UniRef90_A0A1T0CD98
contig_1	cds	5801	6322	-	POIPON_006		hypothetical protein	RefSeq:WP_081570084.1, SO:0001217, UniParc:UPI0009C23ACE, UniRef:UniRef100_UPI0009C23ACE, UniRef:UniRef50_A0A198UN78, UniRef:UniRef90_UPI000EA8FB37
contig_1	cds	6431	6682	+	POIPON_007		hypothetical protein	RefSeq:WP_081570085.1, SO:0001217, UniParc:UPI0009C28A85, UniRef:UniRef100_UPI0009C28A85, UniRef:UniRef50_UPI00128C6FD8, UniRef:UniRef90_UPI0009C28A85
contig_1	cds	6717	7139	-	POIPON_008		lytic transglycosylase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A378QCF0, UniRef:UniRef90_UPI00128E483B
contig_1	cds	7226	10063	-	POIPON_009	traG	conjugal transfer protein TraG N-terminal domain-containing protein	KEGG:K12056, RefSeq:WP_081570087.1, SO:0001217, UniParc:UPI0009C23A1C, UniRef:UniRef100_UPI0009C23A1C, UniRef:UniRef50_A0A378QCQ7, UniRef:UniRef90_UPI00128B93E0
contig_1	cds	10075	11478	-	POIPON_010	traH	conjugal transfer protein TraH	KEGG:K12072, SO:0001217, UniRef:UniRef50_A0A378QE85, UniRef:UniRef90_UPI0009C1FF39
contig_1	cds	11478	11807	-	POIPON_011		hypothetical protein	RefSeq:WP_081570089.1, SO:0001217, UniParc:UPI0009C2F8A6, UniRef:UniRef100_UPI0009C2F8A6, UniRef:UniRef50_UPI00128D3BBC, UniRef:UniRef90_UPI00128D3BBC
contig_1	cds	11818	12699	-	POIPON_012	traF	conjugal transfer protein TraF	KEGG:K12057, RefSeq:WP_152726692.1, SO:0001217, UniParc:UPI00128D845D, UniRef:UniRef100_UPI00128D845D, UniRef:UniRef50_A0A378QDG9, UniRef:UniRef90_UPI00128C7662
contig_1	cds	12689	14839	-	POIPON_013	traN	conjugal transfer protein TraN	KEGG:K12058, RefSeq:WP_081570090.1, SO:0001217, UniParc:UPI0009D9F996, UniRef:UniRef100_UPI0009D9F996, UniRef:UniRef50_A0A378QCZ7, UniRef:UniRef90_UPI00128C84E7
contig_1	cds	14842	15549	-	POIPON_014	trbC	type-F conjugative transfer system pilin assembly protein TrbC	RefSeq:WP_081570091.1, SO:0001217, UniParc:UPI0009D9FE27, UniRef:UniRef100_UPI0009D9FE27, UniRef:UniRef50_A0A378QDL0, UniRef:UniRef90_UPI0009D9FE27
contig_1	cds	15558	16565	-	POIPON_015	traU	conjugal transfer pilus assembly protein TraU	KEGG:K12060, RefSeq:WP_081570092.1, SO:0001217, UniParc:UPI0009C1ACC7, UniRef:UniRef100_UPI0009C1ACC7, UniRef:UniRef50_A0A6L4YKZ3, UniRef:UniRef90_A0A378QCD7
contig_1	cds	16562	17200	-	POIPON_016	traW	type-F conjugative transfer system protein TraW	KEGG:K12061, RefSeq:WP_081570093.1, SO:0001217, UniParc:UPI0009C2DF80, UniRef:UniRef100_UPI0009C2DF80, UniRef:UniRef50_A0A378QCU5, UniRef:UniRef90_UPI0009C2DF80
contig_1	cds	17190	17735	-	POIPON_017		S26 family signal peptidase	RefSeq:WP_081570094.1, SO:0001217, UniParc:UPI0009C20BA8, UniRef:UniRef100_UPI0009C20BA8, UniRef:UniRef50_A0A378QCE3, UniRef:UniRef90_UPI0009C20BA8
contig_1	cds	17736	18218	-	POIPON_018	trbI	Type-F conjugative transfer system protein TrbI	RefSeq:WP_081570095.1, SO:0001217, UniParc:UPI0009C37822, UniRef:UniRef100_UPI0009C37822, UniRef:UniRef50_A0A378QCE1, UniRef:UniRef90_UPI00128D3469
contig_1	cds	18218	20827	-	POIPON_019	traC	type IV secretion system protein TraC	KEGG:K12063, RefSeq:WP_152726696.1, SO:0001217, UniParc:UPI00128BB7AE, UniRef:UniRef100_UPI00128BB7AE, UniRef:UniRef50_A0A378QCP4, UniRef:UniRef90_UPI00128B2DD6
contig_1	cds	20802	21914	-	POIPON_020		F pilus assembly Type-IV secretion system for plasmid transfer	SO:0001217, UniRef:UniRef50_A0A378QE76, UniRef:UniRef90_UPI00128CCBD7
contig_1	cds	21914	22486	-	POIPON_021	traV	type IV conjugative transfer system lipoprotein TraV	KEGG:K12064, RefSeq:WP_081570098.1, SO:0001217, UniParc:UPI0009C3DE34, UniRef:UniRef100_UPI0009C3DE34, UniRef:UniRef50_A0A378QGX7, UniRef:UniRef90_UPI0009C3DE34
contig_1	cds	22483	23220	-	POIPON_022	dsbC	DsbC family protein	RefSeq:WP_081570099.1, SO:0001217, UniParc:UPI0009C32263, UniRef:UniRef100_UPI0009C32263, UniRef:UniRef50_A0A378QDF4, UniRef:UniRef90_UPI00128C538D
contig_1	cds	23208	23687	-	POIPON_023	dsbC	DsbC family protein	RefSeq:WP_081570100.1, SO:0001217, UniParc:UPI0009C29F2B, UniRef:UniRef100_UPI0009C29F2B, UniRef:UniRef50_A0A378QCY7, UniRef:UniRef90_UPI0009C29F2B
contig_1	cds	23697	24944	-	POIPON_024		TraB/VirB10 family protein	KEGG:K12065, RefSeq:WP_081570101.1, SO:0001217, UniParc:UPI0009C20524, UniRef:UniRef100_UPI0009C20524, UniRef:UniRef50_A0A378QDK6, UniRef:UniRef90_UPI0009C20524
contig_1	cds	24941	25669	-	POIPON_025	traK	type-F conjugative transfer system secretin TraK	KEGG:K12066, RefSeq:WP_081570102.1, SO:0001217, UniParc:UPI0009C27BBE, UniRef:UniRef100_UPI0009C27BBE, UniRef:UniRef50_A0A378QCC4, UniRef:UniRef90_UPI000EAA46E4
contig_1	cds	25608	26198	-	POIPON_026		TraE/TraK family type IV conjugative transfer system protein	KEGG:K12067, RefSeq:WP_081570103.1, SO:0001217, UniParc:UPI0009C20E8B, UniRef:UniRef100_UPI0009C20E8B, UniRef:UniRef50_A0A378QCT6, UniRef:UniRef90_UPI000EA9BDD9
contig_1	cds	26203	26493	-	POIPON_027	traL	type IV conjugative transfer system protein TraL	KEGG:K12068, RefSeq:WP_081570104.1, SO:0001217, UniParc:UPI0009C3DD54, UniRef:UniRef100_UPI0009C3DD54, UniRef:UniRef50_A0A378QCD5, UniRef:UniRef90_A0A378QCD5
contig_1	cds	26534	26884	-	POIPON_028		TrbC/VirB2 family protein	KEGG:K12069, RefSeq:WP_081570105.1, SO:0001217, UniParc:UPI0009DA4069, UniRef:UniRef100_UPI0009DA4069, UniRef:UniRef50_A0A378QCC9, UniRef:UniRef90_UPI00128C9AB7
contig_1	cds	27147	27770	-	POIPON_029		lytic transglycosylase domain-containing protein	RefSeq:WP_081570106.1, SO:0001217, UniParc:UPI0009C3A171, UniRef:UniRef100_UPI0009C3A171, UniRef:UniRef50_A0A378QCN4, UniRef:UniRef90_UPI00128BEF2B
contig_1	cds	27989	28912	-	POIPON_030		ParB/RepB/Spo0J family partition protein	KEGG:K03497, RefSeq:WP_081570107.1, SO:0001217, UniParc:UPI0009C2985D, UniRef:UniRef100_UPI0009C2985D, UniRef:UniRef50_UPI00128CB457, UniRef:UniRef90_UPI0009C2985D
contig_1	cds	28925	29665	-	POIPON_031		Sporulation initiation inhibitor protein soj	KEGG:K03496, RefSeq:WP_081570108.1, SO:0001217, UniParc:UPI0009C33380, UniRef:UniRef100_UPI0009C33380, UniRef:UniRef50_A0A2D2LWZ7, UniRef:UniRef90_A0A378QGW7
contig_1	cds	29662	29991	-	POIPON_032		hypothetical protein	RefSeq:WP_081570109.1, SO:0001217, UniParc:UPI0009C1D894, UniRef:UniRef100_UPI0009C1D894, UniRef:UniRef50_A0A378QDE7, UniRef:UniRef90_UPI0009C1D894
contig_1	cds	30147	30581	-	POIPON_033		hypothetical protein	RefSeq:WP_081570110.1, SO:0001217, UniParc:UPI0009C29977, UniRef:UniRef100_UPI000EBC2E6A, UniRef:UniRef50_A0A378QCX9, UniRef:UniRef90_UPI000EBC2E6A
