# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	223	1620	+	HJCCDA_001		replication initiation protein	SO:0001217, UniRef:UniRef50_A0A378QCB5, UniRef:UniRef90_UPI00128C8EEB
contig_1	cds	1673	1846	+	HJCCDA_002		hypothetical protein	RefSeq:WP_156878899.1, SO:0001217, UniParc:UPI0012EC23D9, UniRef:UniRef100_UPI0012EC23D9, UniRef:UniRef50_A0A378QCT0, UniRef:UniRef90_UPI0012EC23D9
contig_1	cds	2260	2631	+	HJCCDA_003		Tail protein	RefSeq:WP_120649650.1, SO:0001217, UniParc:UPI000EA8688D, UniRef:UniRef100_UPI000EA8688D, UniRef:UniRef50_A0A0R6PCL0, UniRef:UniRef90_UPI000EA8688D
contig_1	cds	2978	3184	+	HJCCDA_004		hypothetical protein	RefSeq:WP_081570072.1, SO:0001217, UniParc:UPI0009C371D4, UniRef:UniRef100_UPI0009C371D4, UniRef:UniRef50_UPI0009C371D4, UniRef:UniRef90_UPI0009C371D4
contig_1	cds	3181	3282	+	HJCCDA_005		hypothetical protein	
contig_1	cds	3426	3968	+	HJCCDA_006		antirestriction protein	RefSeq:WP_120649651.1, SO:0001217, UniParc:UPI000EA87A35, UniRef:UniRef100_UPI000EA87A35, UniRef:UniRef50_A0A378QCC6, UniRef:UniRef90_UPI00128CB2DA
contig_1	cds	4035	4370	+	HJCCDA_007		hypothetical protein	RefSeq:WP_152703605.1, SO:0001217, UniParc:UPI00128CD2B3, UniRef:UniRef100_UPI00128CD2B3, UniRef:UniRef50_A0A378QH08, UniRef:UniRef90_A0A378QH08
contig_1	cds	4481	4678	+	HJCCDA_008		hypothetical protein	RefSeq:WP_081570075.1, SO:0001217, UniParc:UPI0009C23F43, UniRef:UniRef100_UPI0009C23F43, UniRef:UniRef50_A0A378QCM3, UniRef:UniRef90_UPI0009C23F43
contig_1	cds	5450	5734	-	HJCCDA_009		hypothetical protein	RefSeq:WP_081570076.1, SO:0001217, UniParc:UPI0009C2B134, UniRef:UniRef100_UPI0009C2B134, UniRef:UniRef50_UPI000E35BE9D, UniRef:UniRef90_UPI0009C2B134
contig_1	cds	5967	6683	+	HJCCDA_010		hypothetical protein	RefSeq:WP_120649643.1, SO:0001217, UniParc:UPI000EA9BA73, UniRef:UniRef100_UPI000EA9BA73, UniRef:UniRef50_A0A378QCF7, UniRef:UniRef90_UPI000EA9BA73
contig_1	cds	6800	7120	-	HJCCDA_011		hypothetical protein	RefSeq:WP_147376479.1, SO:0001217, UniParc:UPI000EBA29AD, UniRef:UniRef100_UPI000EBA29AD, UniRef:UniRef50_UPI000EBA29AD, UniRef:UniRef90_UPI000EBA29AD
contig_1	cds	7568	7894	+	HJCCDA_012		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A378QCR7, UniRef:UniRef90_UPI000EE04B43
contig_1	cds	7897	9687	+	HJCCDA_013	traD	DNA transport protein TraD	RefSeq:WP_120649645.1, SO:0001217, UniParc:UPI000EAAA1EE, UniRef:UniRef100_UPI000EAAA1EE, UniRef:UniRef50_A0A378QE95, UniRef:UniRef90_A0A378QE95
contig_1	cds	9704	12559	+	HJCCDA_014	mobF	MobF family relaxase	GO:0003677, RefSeq:WP_120649646.1, SO:0001217, UniParc:UPI000EA8D057, UniRef:UniRef100_UPI000EA8D057, UniRef:UniRef50_A0A378QGZ7, UniRef:UniRef90_UPI000EA8D057
contig_1	cds	12574	13161	-	HJCCDA_015		DNA-invertase hin	KEGG:K14060, RefSeq:WP_081570082.1, SO:0001217, UniParc:UPI0009C25352, UniRef:UniRef100_UPI0009C25352, UniRef:UniRef50_A0A1S9ZU90, UniRef:UniRef90_A0A378QDH8
contig_1	cds	13499	13759	+	HJCCDA_016	copG	CopG family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1T0CD78, UniRef:UniRef90_A0A1T0CD78
contig_1	cds	13759	14076	+	HJCCDA_017		Plasmid stabilization protein	RefSeq:WP_064609676.1, SO:0001217, UniParc:UPI0007E370EA, UniRef:UniRef100_A0A198UJP8, UniRef:UniRef50_A0A1T0CD98, UniRef:UniRef90_A0A1T0CD98
contig_1	cds	14314	14841	-	HJCCDA_018		hypothetical protein	RefSeq:WP_120649623.1, SO:0001217, UniParc:UPI000EA8FB37, UniRef:UniRef100_UPI000EA8FB37, UniRef:UniRef50_A0A198UN78, UniRef:UniRef90_UPI000EA8FB37
contig_1	cds	14950	15201	+	HJCCDA_019		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00128C6FD8, UniRef:UniRef90_UPI0009C28A85
contig_1	cds	15236	15658	-	HJCCDA_020		lytic transglycosylase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A378QCF0, UniRef:UniRef90_UPI00128E483B
contig_1	cds	15745	18582	-	HJCCDA_021	traG	conjugal transfer protein TraG N-terminal domain-containing protein	KEGG:K12056, RefSeq:WP_120649626.1, SO:0001217, UniParc:UPI000EA8994B, UniRef:UniRef100_UPI000EA8994B, UniRef:UniRef50_A0A378QCQ7, UniRef:UniRef90_UPI00128B93E0
contig_1	cds	18594	19997	-	HJCCDA_022	traH	conjugal transfer protein TraH	KEGG:K12072, SO:0001217, UniRef:UniRef50_A0A378QE85, UniRef:UniRef90_UPI0009C1FF39
contig_1	cds	20001	20324	-	HJCCDA_023		hypothetical protein	RefSeq:WP_152724803.1, SO:0001217, UniParc:UPI00128D519E, UniRef:UniRef100_UPI00128D519E, UniRef:UniRef50_UPI00128D3BBC, UniRef:UniRef90_UPI00128D519E
contig_1	cds	20335	21216	-	HJCCDA_024	traF	conjugal transfer protein TraF	KEGG:K12057, SO:0001217, UniRef:UniRef50_A0A378QDG9, UniRef:UniRef90_UPI00128C7662
contig_1	cds	21206	23356	-	HJCCDA_025	traN	conjugal transfer protein TraN	KEGG:K12058, RefSeq:WP_120649629.1, SO:0001217, UniParc:UPI000EA9C72F, UniRef:UniRef100_UPI000EA9C72F, UniRef:UniRef50_A0A378QCZ7, UniRef:UniRef90_UPI00128C84E7
contig_1	cds	23359	24066	-	HJCCDA_026	trbC	type-F conjugative transfer system pilin assembly protein TrbC	RefSeq:WP_081570091.1, SO:0001217, UniParc:UPI0009D9FE27, UniRef:UniRef100_UPI0009D9FE27, UniRef:UniRef50_A0A378QDL0, UniRef:UniRef90_UPI0009D9FE27
contig_1	cds	24075	25082	-	HJCCDA_027	traU	conjugal transfer pilus assembly protein TraU	KEGG:K12060, RefSeq:WP_120649630.1, SO:0001217, UniParc:UPI000EA8E6B9, UniRef:UniRef100_UPI000EA8E6B9, UniRef:UniRef50_A0A6L4YKZ3, UniRef:UniRef90_A0A378QCD7
contig_1	cds	25079	25723	-	HJCCDA_028	traW	type-F conjugative transfer system protein TraW	KEGG:K12061, RefSeq:WP_120649631.1, SO:0001217, UniParc:UPI000EA87727, UniRef:UniRef100_UPI000EA87727, UniRef:UniRef50_A0A378QCU5, UniRef:UniRef90_UPI000EA87727
contig_1	cds	25713	26261	-	HJCCDA_029		S26 family signal peptidase	RefSeq:WP_120649632.1, SO:0001217, UniParc:UPI000EA83AB1, UniRef:UniRef100_UPI000EA83AB1, UniRef:UniRef50_A0A378QCE3, UniRef:UniRef90_UPI000EA83AB1
contig_1	cds	26263	26745	-	HJCCDA_030	trbI	Type-F conjugative transfer system protein TrbI	RefSeq:WP_120649633.1, SO:0001217, UniParc:UPI000EA8DB72, UniRef:UniRef100_UPI000EA8DB72, UniRef:UniRef50_A0A378QCE1, UniRef:UniRef90_UPI00128D3469
contig_1	cds	26745	29354	-	HJCCDA_031	traC	type IV secretion system protein TraC	KEGG:K12063, RefSeq:WP_152708518.1, SO:0001217, UniParc:UPI00128C39F3, UniRef:UniRef100_UPI00128C39F3, UniRef:UniRef50_A0A378QCP4, UniRef:UniRef90_UPI00128B2DD6
contig_1	cds	29329	30441	-	HJCCDA_032		F pilus assembly Type-IV secretion system for plasmid transfer	RefSeq:WP_152703610.1, SO:0001217, UniParc:UPI00128BF625, UniRef:UniRef100_UPI00128BF625, UniRef:UniRef50_A0A378QE76, UniRef:UniRef90_UPI00128CCBD7
