# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	238	468	+	PLKDHK_001		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000E35BE9D, UniRef:UniRef90_UPI0009C2B134
contig_1	cds	1252	1437	-	PLKDHK_002		hypothetical protein	RefSeq:WP_152703604.1, SO:0001217, UniParc:UPI00128BEDEC, UniRef:UniRef100_UPI0009C23F43, UniRef:UniRef50_A0A378QCM3, UniRef:UniRef90_UPI0009C23F43
contig_1	cds	1548	1883	-	PLKDHK_003		hypothetical protein	RefSeq:WP_152703605.1, SO:0001217, UniParc:UPI00128CD2B3, UniRef:UniRef100_UPI00128CD2B3, UniRef:UniRef50_A0A378QH08, UniRef:UniRef90_A0A378QH08
contig_1	cds	1950	2492	-	PLKDHK_004		antirestriction protein	SO:0001217, UniRef:UniRef50_A0A378QCC6, UniRef:UniRef90_UPI00128CB2DA
contig_1	cds	2733	2939	-	PLKDHK_005		hypothetical protein	RefSeq:WP_081570072.1, SO:0001217, UniParc:UPI0009C371D4, UniRef:UniRef100_UPI0009C371D4, UniRef:UniRef50_UPI0009C371D4, UniRef:UniRef90_UPI0009C371D4
contig_1	cds	3287	3658	-	PLKDHK_006		Tail protein	RefSeq:WP_120649650.1, SO:0001217, UniParc:UPI000EA8688D, UniRef:UniRef100_UPI000EA8688D, UniRef:UniRef50_A0A0R6PCL0, UniRef:UniRef90_UPI000EA8688D
contig_1	cds	4072	4245	-	PLKDHK_007		hypothetical protein	RefSeq:WP_156878899.1, SO:0001217, UniParc:UPI0012EC23D9, UniRef:UniRef100_UPI0012EC23D9, UniRef:UniRef50_A0A378QCT0, UniRef:UniRef90_UPI0012EC23D9
contig_1	cds	4298	5695	-	PLKDHK_008		replication initiation protein	RefSeq:WP_152703606.1, SO:0001217, UniParc:UPI00128CFC42, UniRef:UniRef100_UPI00128CFC42, UniRef:UniRef50_A0A378QCB5, UniRef:UniRef90_UPI00128C8EEB
contig_1	cds	6287	6631	-	PLKDHK_009		H-NS family nucleoid-associated regulatory protein	RefSeq:WP_120649648.1, SO:0001217, UniParc:UPI0009C3DC03, UniRef:UniRef100_UPI001C7CA6F8, UniRef:UniRef50_A0A378QCX2, UniRef:UniRef90_UPI001C7CA6F8
contig_1	cds	6786	7220	+	PLKDHK_010		hypothetical protein	RefSeq:WP_081570110.1, SO:0001217, UniParc:UPI0009C29977, UniRef:UniRef100_UPI000EBC2E6A, UniRef:UniRef50_A0A378QCX9, UniRef:UniRef90_UPI000EBC2E6A
