# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	196	1593	+	POMOPA_001		replication initiation protein	RefSeq:WP_081570070.1, SO:0001217, UniParc:UPI0009C3B770, UniRef:UniRef100_UPI0009C3B770, UniRef:UniRef50_A0A378QCB5, UniRef:UniRef90_UPI00128C8EEB
contig_1	cds	1646	1819	+	POMOPA_002		hypothetical protein	RefSeq:WP_156878899.1, SO:0001217, UniParc:UPI0012EC23D9, UniRef:UniRef100_UPI0012EC23D9, UniRef:UniRef50_A0A378QCT0, UniRef:UniRef90_UPI0012EC23D9
contig_1	cds	2232	2606	+	POMOPA_003		Tail protein	RefSeq:WP_081570071.1, SO:0001217, UniParc:UPI0009C3897B, UniRef:UniRef100_UPI0009C3897B, UniRef:UniRef50_A0A0R6PCL0, UniRef:UniRef90_UPI0009C3897B
contig_1	cds	2954	3160	+	POMOPA_004		hypothetical protein	RefSeq:WP_081570072.1, SO:0001217, UniParc:UPI0009C371D4, UniRef:UniRef100_UPI0009C371D4, UniRef:UniRef50_UPI0009C371D4, UniRef:UniRef90_UPI0009C371D4
contig_1	cds	3401	3943	+	POMOPA_005		antirestriction protein	RefSeq:WP_152726677.1, SO:0001217, UniParc:UPI00128B59B8, UniRef:UniRef100_UPI00128B59B8, UniRef:UniRef50_A0A378QCC6, UniRef:UniRef90_UPI00128CB2DA
contig_1	cds	4269	4466	+	POMOPA_006		hypothetical protein	RefSeq:WP_081570075.1, SO:0001217, UniParc:UPI0009C23F43, UniRef:UniRef100_UPI0009C23F43, UniRef:UniRef50_A0A378QCM3, UniRef:UniRef90_UPI0009C23F43
contig_1	cds	5238	5522	-	POMOPA_007		hypothetical protein	RefSeq:WP_081570076.1, SO:0001217, UniParc:UPI0009C2B134, UniRef:UniRef100_UPI0009C2B134, UniRef:UniRef50_UPI000E35BE9D, UniRef:UniRef90_UPI0009C2B134
contig_1	cds	5756	6472	+	POMOPA_008		hypothetical protein	RefSeq:WP_120649643.1, SO:0001217, UniParc:UPI000EA9BA73, UniRef:UniRef100_UPI000EA9BA73, UniRef:UniRef50_A0A378QCF7, UniRef:UniRef90_UPI000EA9BA73
contig_1	cds	6589	6909	-	POMOPA_009		hypothetical protein	RefSeq:WP_147376479.1, SO:0001217, UniParc:UPI000EBA29AD, UniRef:UniRef100_UPI000EBA29AD, UniRef:UniRef50_UPI000EBA29AD, UniRef:UniRef90_UPI000EBA29AD
contig_1	cds	7359	7685	+	POMOPA_010		hypothetical protein	RefSeq:WP_152726679.1, SO:0001217, UniParc:UPI00128C3E30, UniRef:UniRef100_UPI00128C3E30, UniRef:UniRef50_A0A378QCR7, UniRef:UniRef90_UPI00128C3E30
contig_1	cds	7688	9478	+	POMOPA_011	traD	DNA transport protein TraD	SO:0001217, UniRef:UniRef50_A0A378QE95, UniRef:UniRef90_A0A378QE95
contig_1	cds	9494	12349	+	POMOPA_012	mobF	MobF family relaxase	GO:0003677, SO:0001217, UniRef:UniRef50_A0A378QGZ7, UniRef:UniRef90_UPI000EA8D057
contig_1	cds	12364	12951	-	POMOPA_013		DNA-invertase hin	KEGG:K14060, RefSeq:WP_081570082.1, SO:0001217, UniParc:UPI0009C25352, UniRef:UniRef100_UPI0009C25352, UniRef:UniRef50_A0A1S9ZU90, UniRef:UniRef90_A0A378QDH8
contig_1	cds	13289	13549	+	POMOPA_014	copG	CopG family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1T0CD78, UniRef:UniRef90_A0A1T0CD78
contig_1	cds	13549	13866	+	POMOPA_015		Plasmid stabilization protein	RefSeq:WP_064609676.1, SO:0001217, UniParc:UPI0007E370EA, UniRef:UniRef100_A0A198UJP8, UniRef:UniRef50_A0A1T0CD98, UniRef:UniRef90_A0A1T0CD98
contig_1	cds	14104	14625	-	POMOPA_016		hypothetical protein	RefSeq:WP_152726685.1, SO:0001217, UniParc:UPI00128DB0E3, UniRef:UniRef100_UPI00128DB0E3, UniRef:UniRef50_A0A198UN78, UniRef:UniRef90_UPI000EA8FB37
contig_1	cds	14735	14986	+	POMOPA_017		hypothetical protein	RefSeq:WP_152726687.1, SO:0001217, UniParc:UPI00128C6FD8, UniRef:UniRef100_UPI00128C6FD8, UniRef:UniRef50_UPI00128C6FD8, UniRef:UniRef90_UPI0009C28A85
contig_1	cds	15021	15443	-	POMOPA_018		lytic transglycosylase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A378QCF0, UniRef:UniRef90_UPI00128E483B
contig_1	cds	15530	18367	-	POMOPA_019	traG	conjugal transfer protein TraG N-terminal domain-containing protein	KEGG:K12056, RefSeq:WP_081570087.1, SO:0001217, UniParc:UPI0009C23A1C, UniRef:UniRef100_UPI0009C23A1C, UniRef:UniRef50_A0A378QCQ7, UniRef:UniRef90_UPI00128B93E0
contig_1	cds	18379	19782	-	POMOPA_020	traH	conjugal transfer protein TraH	KEGG:K12072, RefSeq:WP_152726691.1, SO:0001217, UniParc:UPI00128DBCFB, UniRef:UniRef100_UPI00128DBCFB, UniRef:UniRef50_A0A378QE85, UniRef:UniRef90_UPI0009C1FF39
contig_1	cds	19782	20111	-	POMOPA_021		hypothetical protein	RefSeq:WP_081570089.1, SO:0001217, UniParc:UPI0009C2F8A6, UniRef:UniRef100_UPI0009C2F8A6, UniRef:UniRef50_UPI00128D3BBC, UniRef:UniRef90_UPI00128D3BBC
contig_1	cds	20122	21003	-	POMOPA_022	traF	conjugal transfer protein TraF	KEGG:K12057, RefSeq:WP_152726692.1, SO:0001217, UniParc:UPI00128D845D, UniRef:UniRef100_UPI00128D845D, UniRef:UniRef50_A0A378QDG9, UniRef:UniRef90_UPI00128C7662
contig_1	cds	20993	23143	-	POMOPA_023	traN	conjugal transfer protein TraN	KEGG:K12058, RefSeq:WP_152704728.1, SO:0001217, UniParc:UPI00128C07AD, UniRef:UniRef100_UPI00128C07AD, UniRef:UniRef50_A0A378QCZ7, UniRef:UniRef90_UPI00128C84E7
contig_1	cds	23146	23853	-	POMOPA_024	trbC	type-F conjugative transfer system pilin assembly protein TrbC	RefSeq:WP_081570091.1, SO:0001217, UniParc:UPI0009D9FE27, UniRef:UniRef100_UPI0009D9FE27, UniRef:UniRef50_A0A378QDL0, UniRef:UniRef90_UPI0009D9FE27
