# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	113	322	-	HAEKGJ_001		hypothetical protein	
contig_1	cds	381	749	+	HAEKGJ_002		hypothetical protein	
contig_1	cds	749	1861	+	HAEKGJ_003		F pilus assembly Type-IV secretion system for plasmid transfer	RefSeq:WP_152703610.1, SO:0001217, UniParc:UPI00128BF625, UniRef:UniRef100_UPI00128BF625, UniRef:UniRef50_A0A378QE76, UniRef:UniRef90_UPI00128CCBD7
contig_1	cds	1836	4445	+	HAEKGJ_004	traC	type IV secretion system protein TraC	KEGG:K12063, SO:0001217, UniRef:UniRef50_A0A378QCP4, UniRef:UniRef90_UPI00128B2DD6
contig_1	cds	4445	4927	+	HAEKGJ_005	trbI	Type-F conjugative transfer system protein TrbI	RefSeq:WP_081570095.1, SO:0001217, UniParc:UPI0009C37822, UniRef:UniRef100_UPI0009C37822, UniRef:UniRef50_A0A378QCE1, UniRef:UniRef90_UPI00128D3469
contig_1	cds	4928	5473	+	HAEKGJ_006		S26 family signal peptidase	SO:0001217, UniRef:UniRef50_A0A378QCE3, UniRef:UniRef90_UPI0009C20BA8
contig_1	cds	5463	6101	+	HAEKGJ_007	traW	type-F conjugative transfer system protein TraW	KEGG:K12061, SO:0001217, UniRef:UniRef50_A0A378QCU5, UniRef:UniRef90_UPI0009C2DF80
contig_1	cds	6098	7108	+	HAEKGJ_008	traU	conjugal transfer pilus assembly protein TraU	KEGG:K12060, SO:0001217, UniRef:UniRef50_A0A6L4YKZ3, UniRef:UniRef90_A0A378QCD7
contig_1	cds	7121	7822	+	HAEKGJ_009	trbC	Conjugal transfer pilus assembly protein TrbC	SO:0001217, UniRef:UniRef50_A0A378QDL0
contig_1	cds	7826	9976	+	HAEKGJ_010	traN	conjugal transfer protein TraN	KEGG:K12058, SO:0001217, UniRef:UniRef50_A0A378QCZ7, UniRef:UniRef90_UPI00128C84E7
contig_1	cds	9966	10847	+	HAEKGJ_011	traF	conjugal transfer protein TraF	KEGG:K12057, SO:0001217, UniRef:UniRef50_A0A378QDG9, UniRef:UniRef90_UPI00128C7662
contig_1	cds	10858	11181	+	HAEKGJ_012		hypothetical protein	RefSeq:WP_152724803.1, SO:0001217, UniParc:UPI00128D519E, UniRef:UniRef100_UPI00128D519E, UniRef:UniRef50_UPI00128D3BBC, UniRef:UniRef90_UPI00128D519E
contig_1	cds	11185	12588	+	HAEKGJ_013	traH	conjugal transfer protein TraH	KEGG:K12072, SO:0001217, UniRef:UniRef50_A0A378QE85, UniRef:UniRef90_UPI0009C1FF39
contig_1	cds	12983	13288	-	HAEKGJ_014		hypothetical protein	
contig_1	cds	14084	14473	-	HAEKGJ_015		hypothetical protein	
contig_1	cds	14751	15437	+	HAEKGJ_016		hypothetical protein	
contig_1	cds	15524	15946	+	HAEKGJ_017		lytic transglycosylase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A378QCF0, UniRef:UniRef90_UPI00128E483B
contig_1	cds	15981	16232	-	HAEKGJ_018		hypothetical protein	RefSeq:WP_152726687.1, SO:0001217, UniParc:UPI00128C6FD8, UniRef:UniRef100_UPI00128C6FD8, UniRef:UniRef50_UPI00128C6FD8, UniRef:UniRef90_UPI0009C28A85
contig_1	cds	16341	16862	+	HAEKGJ_019		hypothetical protein	RefSeq:WP_152726685.1, SO:0001217, UniParc:UPI00128DB0E3, UniRef:UniRef100_UPI00128DB0E3, UniRef:UniRef50_A0A198UN78, UniRef:UniRef90_UPI000EA8FB37
contig_1	cds	17101	17418	-	HAEKGJ_020		Plasmid stabilization protein	RefSeq:WP_064609676.1, SO:0001217, UniParc:UPI0007E370EA, UniRef:UniRef100_A0A198UJP8, UniRef:UniRef50_A0A1T0CD98, UniRef:UniRef90_A0A1T0CD98
contig_1	cds	17418	17678	-	HAEKGJ_021	copG	CopG family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1T0CD78, UniRef:UniRef90_A0A1T0CD78
contig_1	cds	18016	18603	+	HAEKGJ_022		DNA-invertase hin	KEGG:K14060, RefSeq:WP_081570082.1, SO:0001217, UniParc:UPI0009C25352, UniRef:UniRef100_UPI0009C25352, UniRef:UniRef50_A0A1S9ZU90, UniRef:UniRef90_A0A378QDH8
contig_1	cds	18618	21473	-	HAEKGJ_023	mobF	MobF family relaxase	GO:0003677, RefSeq:WP_152724799.1, SO:0001217, UniParc:UPI00128C555E, UniRef:UniRef100_UPI00128C555E, UniRef:UniRef50_A0A378QGZ7, UniRef:UniRef90_UPI000EA8D057
contig_1	cds	21490	23280	-	HAEKGJ_024	traD	DNA transport protein TraD	SO:0001217, UniRef:UniRef50_A0A378QE95, UniRef:UniRef90_A0A378QE95
contig_1	cds	23283	23609	-	HAEKGJ_025		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A378QCR7, UniRef:UniRef90_UPI000EE04B43
contig_1	cds	24057	24377	+	HAEKGJ_026		hypothetical protein	RefSeq:WP_147376479.1, SO:0001217, UniParc:UPI000EBA29AD, UniRef:UniRef100_UPI000EBA29AD, UniRef:UniRef50_UPI000EBA29AD, UniRef:UniRef90_UPI000EBA29AD
contig_1	cds	24494	25210	-	HAEKGJ_027		hypothetical protein	RefSeq:WP_120649643.1, SO:0001217, UniParc:UPI000EA9BA73, UniRef:UniRef100_UPI000EA9BA73, UniRef:UniRef50_A0A378QCF7, UniRef:UniRef90_UPI000EA9BA73
contig_1	cds	25444	25728	+	HAEKGJ_028		hypothetical protein	RefSeq:WP_081570076.1, SO:0001217, UniParc:UPI0009C2B134, UniRef:UniRef100_UPI0009C2B134, UniRef:UniRef50_UPI000E35BE9D, UniRef:UniRef90_UPI0009C2B134
contig_1	cds	26395	26592	-	HAEKGJ_029		hypothetical protein	RefSeq:WP_081570075.1, SO:0001217, UniParc:UPI0009C23F43, UniRef:UniRef100_UPI0009C23F43, UniRef:UniRef50_A0A378QCM3, UniRef:UniRef90_UPI0009C23F43
contig_1	cds	26703	26849	-	HAEKGJ_030		hypothetical protein	
contig_1	cds	26898	27440	-	HAEKGJ_031		antirestriction protein	SO:0001217, UniRef:UniRef50_A0A378QCC6, UniRef:UniRef90_UPI00128CB2DA
contig_1	cds	27681	27887	-	HAEKGJ_032		hypothetical protein	RefSeq:WP_152724796.1, SO:0001217, UniParc:UPI00128B5B4A, UniRef:UniRef100_UPI00128B5B4A, UniRef:UniRef50_UPI0009C371D4, UniRef:UniRef90_UPI0009C371D4
contig_1	cds	28235	28609	-	HAEKGJ_033		Tail protein	RefSeq:WP_081570071.1, SO:0001217, UniParc:UPI0009C3897B, UniRef:UniRef100_UPI0009C3897B, UniRef:UniRef50_A0A0R6PCL0, UniRef:UniRef90_UPI0009C3897B
